iso3;role;other_qid;other_label;from_year;to_year;detail_item_qid;detail_item_label;other_label_en;detail_item_label_en
JOR;as_colony;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1918;1920;Q7075820;Administração do Território do Inimigo Ocupado;United Kingdom of Great Britain and Ireland;Occupied Enemy Territory Administration
JPN;as_colony;Q10888424;Wakoku;0100;0300;Q844295;Yamatai;Wakoku;Yamatai
JPN;as_colonizer;Q386628;Niihama;;;Q11430649;Q11430649;Niihama;
JPN;as_colonizer;Q461020;Imabari;;;Q131983733;Q131983733;Imabari;
JPN;as_colonizer;Q1490;Tóquio;1603;1867;Q205662;Xogunato Tokugawa;Tokyo;Tokugawa shogunate
JPN;as_colonizer;Q200267;Kamakura;1200;1333;Q736839;Shogunato Kamakura;Kamakura;Kamakura shogunate
JPN;as_colonizer;Q34600;Quioto;1333;1336;Q826021;Restauração Kemmu;Kyoto;Kenmu Restoration
JPN;as_colonizer;Q34600;Quioto;1336;1573;Q1154406;Shogunato Ashikaga;Kyoto;Ashikaga shogunate
JPN;as_colonizer;Q48320;Kōbe;1167;1185;Q10827839;Taira administration;Kobe;Taira administration
JPN;as_colonizer;Q34600;Quioto;1167;1185;Q10827839;Taira administration;Kyoto;Taira administration
JPN;as_colonizer;Q1132402;Nishi-ku;http;1000;Q10885162;Ito;Nishi-ku;Ito
JPN;as_colonizer;Q1011145;Itoshima;http;1000;Q10885162;Ito;Itoshima;Ito
JPN;as_colonizer;Q385461;Omihachiman;1573;1585;Q11608382;Oda regime;Omihachiman;Oda regime
JPN;as_colonizer;Q35765;Osaka;1580;1603;Q11634225;Toyotomi government;Osaka;Toyotomi government
JPN;as_colonizer;Q34600;Quioto;1580;1603;Q11634225;Toyotomi government;Kyoto;Toyotomi government
JPN;as_colonizer;Q15701;Kagoshima;http;http;Q22123420;Shujukoku;Kagoshima Prefecture;Shujukoku
JPN;as_colonizer;Q120730;Quioto;0701;1868;Q30253177;Imperial Court of Japan;Kyoto Prefecture;Imperial Court of Japan
KAZ;as_colony;Q15180;União Soviética;1917;1991;Q2184;República Socialista Federativa Soviética Russa;Soviet Union;Russian Soviet Federative Socialist Republic
KAZ;as_colony;Q15180;União Soviética;1922;1991;Q15180;União Soviética;Soviet Union;Soviet Union
KAZ;as_colony;Q61291;República Soviética Popular de Corásmia;1920;1924;Q61291;República Soviética Popular de Corásmia;Khorezm People's Soviet Republic;Khorezm People's Soviet Republic
KAZ;as_colony;Q15180;União Soviética;1936;1991;Q168811;República Socialista Soviética Cazaque;Soviet Union;Kazakh Soviet Socialist Republic
KAZ;as_colonizer;Q186466;Almaty (região);;;Q310547;Lago Alakol;Almaty Region;Lake Alakol
KAZ;as_colonizer;Q36156;Cazaquistão Oriental;;;Q310547;Lago Alakol;East Kazakhstan Region;Lake Alakol
KGZ;as_colony;Q15180;União Soviética;1917;1991;Q2184;República Socialista Federativa Soviética Russa;Soviet Union;Russian Soviet Federative Socialist Republic
KGZ;as_colony;Q15180;União Soviética;1922;1991;Q15180;União Soviética;Soviet Union;Soviet Union
KGZ;as_colony;Q1191125;Mogulistão;1470;1842;Q112682866;Kyrgyz Khanate;Moghulistan;Kyrgyz Khanate
KHM;as_colony;Q1155700;Reino Rattanakosin;1794;1907;Q132734461;Inner Cambodia;Rattanakosin Kingdom;Inner Cambodia
KOR;as_colony;Q28179;Dinastia Joseon;1392;1897;Q28179;Dinastia Joseon;Joseon;Joseon
KOR;as_colony;Q28208;Goryeo;0918;1392;Q28208;Goryeo;Goryeo;Goryeo
KOR;as_colony;Q28370;Koguryo;-003;0668;Q28370;Koguryo;Goguryeo;Goguryeo
KOR;as_colony;Q28456;Silla;-005;0892;Q28456;Silla;Silla;Silla
KOR;as_colony;Q715257;Later Silla;0668;0892;Q715257;Later Silla;Later Silla;Later Silla
KOR;as_colonizer;Q50310;Ongjin County;;1954;Q698214;Hwanghae;Ongjin County;Hwanghae
KOR;as_colonizer;Q109342;Hwanghae Norte;;1954;Q698214;Hwanghae;North Hwanghae Province;Hwanghae
KOR;as_colonizer;Q626052;Hwanghae Sul;;1954;Q698214;Hwanghae;South Hwanghae Province;Hwanghae
KOR;as_colonizer;Q50377;Dong District;;1989;Q12591423;Daeduk;Dong District;Daeduk
KOR;as_colonizer;Q50431;Yuseong District;;1989;Q12591423;Daeduk;Yuseong District;Daeduk
KOR;as_colonizer;Q50439;Jung District;;1989;Q12591423;Daeduk;Jung District;Daeduk
KOR;as_colonizer;Q7525099;Sintanjin;;1989;Q12591423;Daeduk;Sintanjin;Daeduk
KOR;as_colonizer;Q12586699;Giseong-dong;;1989;Q12591423;Daeduk;Giseong-dong;Daeduk
KOR;as_colonizer;Q12604174;Sindoan-myeon;;1989;Q12591423;Daeduk;Sindoan-myeon;Daeduk
KOR;as_colonizer;Q12604359;Sinseong-dong;;;Q12624494;Joint Forces Military University;Sinseong-dong;Joint Forces Military University
KOR;as_colonizer;Q42109;Sokcho;;;Q16176305;Q16176305;Sokcho;
KOR;as_colonizer;Q50208;Goseong County;;;Q16176305;Q16176305;Goseong County;
LAO;as_colony;Q881;Vietname;1778;1802;Q1034173;Dinastia Tây Sơn;Vietnam;Tây Sơn dynasty
LBN;as_colony;Q1747689;Roma Antiga;-006;0197;Q207118;Síria;Ancient Rome;Roman Syria
LBN;as_colony;Q70802;Terceira República Francesa;1918;1920;Q7075820;Administração do Território do Inimigo Ocupado;French Third Republic;Occupied Enemy Territory Administration
LBN;as_colony;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1918;1920;Q7075820;Administração do Território do Inimigo Ocupado;United Kingdom of Great Britain and Ireland;Occupied Enemy Territory Administration
LBY;as_colony;Q12544;Império Bizantino;-014;0672;Q7362066;Líbia romana;Byzantine Empire;Roman Libya
LBY;as_colony;Q2277;Império Romano;-014;0672;Q7362066;Líbia romana;Roman Empire;Roman Libya
LTU;as_colony;Q15180;União Soviética;1917;1991;Q2184;República Socialista Federativa Soviética Russa;Soviet Union;Russian Soviet Federative Socialist Republic
LTU;as_colony;Q15180;União Soviética;1922;1991;Q15180;União Soviética;Soviet Union;Soviet Union
LTU;as_colony;Q207272;Segunda República Polonesa;1918;1939;Q207272;Segunda República Polonesa;Second Polish Republic;Second Polish Republic
LUX;as_colony;Q12548;Sacro Império Romano-Germânico;1482;1581;Q330533;Dezessete Províncias;Holy Roman Empire;Seventeen Provinces
LVA;as_colony;Q15180;União Soviética;1917;1991;Q2184;República Socialista Federativa Soviética Russa;Soviet Union;Russian Soviet Federative Socialist Republic
LVA;as_colony;Q15180;União Soviética;1922;1991;Q15180;União Soviética;Soviet Union;Soviet Union
LVA;as_colony;Q1108445;Principado de Kiev;0882;1240;Q1108445;Principado de Kiev;Kievan Rus';Kievan Rus'
MAR;as_colony;Q12183875;Sharifian Empire;0800;1900;Q2300246;Reino de Fez;Sharifian Empire;Kingdom of Fez
MAR;as_colony;Q135417848;Q135417848;;;Q135417848;Q135417848;;
MDA;as_colony;Q15180;União Soviética;1917;1991;Q2184;República Socialista Federativa Soviética Russa;Soviet Union;Russian Soviet Federative Socialist Republic
MDA;as_colony;Q15180;União Soviética;1922;1991;Q15180;União Soviética;Soviet Union;Soviet Union
MDA;as_colony;Q15180;União Soviética;1919;1991;Q133356;República Socialista Soviética Ucraniana;Soviet Union;Ukrainian Soviet Socialist Republic
MDA;as_colony;Q2305208;Rússia bolchevique;1917;1918;Q964024;República Democrática da Moldávia;Russian Socialist Federative Soviet Republic;Moldavian Democratic Republic
MDA;as_colony;Q964024;República Democrática da Moldávia;1917;1918;Q964024;República Democrática da Moldávia;Moldavian Democratic Republic;Moldavian Democratic Republic
MDA;as_colony;Q1108445;Principado de Kiev;0882;1240;Q1108445;Principado de Kiev;Kievan Rus';Kievan Rus'
MDG;as_colonizer;Q484625;Analamanga;;;Q125499941;Ilafy Hill;Analamanga;Ilafy Hill
MEX;as_colonizer;Q79754;Querétaro;;;Q52402969;Q52402969;Querétaro;
MEX;as_colonizer;Q13160;Jalisco;;;Q110077957;Q110077957;Jalisco;
MEX;as_colonizer;Q79952;Aguascalientes;2018;;Q112295325;Q112295325;Aguascalientes;
MEX;as_colonizer;Q1430907;Cajeme;;;Q123615945;ITESCA;Cajeme;ITESCA
MHL;as_colony;Q188712;Império do Japão;1919;1947;Q718763;Mandato do Pacífico Sul;Empire of Japan;South Seas Mandate
MKD;as_colony;Q83286;República Socialista Federativa da Jugoslávia;;1992;Q83286;República Socialista Federativa da Jugoslávia;Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia
MKD;as_colony;Q36704;Jugoslávia;1945;1945;Q1277557;Iugoslávia Federal Democrática;Yugoslavia;Democratic Federal Yugoslavia
MKD;as_colonizer;Q6312454;Município de Prilep;1913;1915;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1918;1915;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1945;1915;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1996;1915;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1913;1941;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1918;1941;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1945;1941;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1996;1941;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1913;1955;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1918;1955;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1945;1955;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1996;1955;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1913;2004;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1918;2004;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1945;2004;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MKD;as_colonizer;Q6312454;Município de Prilep;1996;2004;Q61120346;Município de Vitolište;Prilep Municipality;Vitolište Municipality
MLI;as_colony;Q568712;Império de Uassulu;1878;1898;Q568712;Império de Uassulu;Samorian state;Samorian state
MNE;as_colony;Q83286;República Socialista Federativa da Jugoslávia;;1992;Q83286;República Socialista Federativa da Jugoslávia;Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia
MNE;as_colony;Q36704;Jugoslávia;1945;1945;Q1277557;Iugoslávia Federal Democrática;Yugoslavia;Democratic Federal Yugoslavia
MNG;as_colony;Q212056;República Popular da Mongólia;1924;1992;Q212056;República Popular da Mongólia;Mongolian People's Republic;Mongolian People's Republic
MNG;as_colony;Q13426199;República da China;1912;1949;Q13426199;República da China;Republic of China;Republic of China
MNG;as_colony;Q13426199;República da China;1912;1971;Q13426199;República da China;Republic of China;Republic of China
MNG;as_colonizer;Q932069;Kharkhorin;1220;;Q62677;Caracórum;Kharkhorin;Karakorum
MNP;as_colony;Q188712;Império do Japão;1919;1947;Q718763;Mandato do Pacífico Sul;Empire of Japan;South Seas Mandate
MOZ;as_colony;Q200464;Império Português;1498;1975;Q889394;Província Ultramarina de Moçambique;Portuguese Empire;Portuguese Mozambique
MOZ;as_colony;Q3780537;Império de Gaza;1824;1895;Q3780537;Império de Gaza;Gaza Empire;Gaza Empire
MOZ;as_colonizer;Q954;Zimbábue;1824;1895;Q3780537;Império de Gaza;Zimbabwe;Gaza Empire
MRT;as_colony;Q5570927;globality;1989;;Q370862;União do Magrebe Árabe;globality;Arab Maghreb Union
NOR;as_colonizer;Q50199070;Trøndelag;0700;0700;Q101242837;Q101242837;Trøndelag;
NZL;as_colonizer;Q856010;Wellington;;;Q4870427;Battle of Battle Hill;Wellington Region;Battle of Battle Hill
NZL;as_colonizer;Q856010;Wellington;;;Q7259126;Puketiro Wind Farm;Wellington Region;Puketiro Wind Farm
PHL;as_colony;Q2721139;Capitania-geral das Filipinas;1897;1897;Q575132;República de Biak-na-Bato;Captaincy General of the Philippines;Republic of Biak-na-Bato
PHL;as_colonizer;Q62723;General Trias;;;Q13565027;Tejeros Convention;General Trias;Tejeros Convention
PHL;as_colonizer;Q13694;Região do Dábau;1914;1967;Q15095071;Província de Dábau;Davao Region;Davao
PHL;as_colonizer;Q13847;Masbate;;1911;Q119146895;Pulanduta;Masbate;Pulanduta
PLW;as_colony;Q188712;Império do Japão;1919;1947;Q718763;Mandato do Pacífico Sul;Empire of Japan;South Seas Mandate
POL;as_colony;Q1206012;Reich Alemão;1933;1945;Q7318;Alemanha Nazi;German Reich;Nazi Germany
POL;as_colony;Q15180;União Soviética;1919;1991;Q133356;República Socialista Soviética Ucraniana;Soviet Union;Ukrainian Soviet Socialist Republic
POL;as_colony;Q207272;Segunda República Polonesa;1918;1939;Q207272;Segunda República Polonesa;Second Polish Republic;Second Polish Republic
POL;as_colony;Q211274;República Popular da Polônia;1944;1989;Q211274;República Popular da Polônia;Polish People's Republic;Polish People's Republic
POL;as_colony;Q139319;República Russa;1917;1921;Q243610;República Popular da Ucrânia;Russian Republic;Ukrainian People's Republic
POL;as_colony;Q1108445;Principado de Kiev;0882;1240;Q1108445;Principado de Kiev;Kievan Rus';Kievan Rus'
POL;as_colonizer;Q54187;Voivodia da Grande Polónia;;;Q211371;Grande Polónia;Greater Poland Voivodeship;Greater Poland
POL;as_colonizer;Q115723;Lubań;1991;2010;Q20032776;Polish border guards in Lubań;Lubań;Polish border guards in Lubań
POL;as_colonizer;Q1803259;Landkreis Kattowitz;1830;1922;Q56294392;Laurahütte;Landkreis Kattowitz;Laurahütte
PRK;as_colony;Q28179;Dinastia Joseon;1392;1897;Q28179;Dinastia Joseon;Joseon;Joseon
PRK;as_colony;Q28208;Goryeo;0918;1392;Q28208;Goryeo;Goryeo;Goryeo
PRK;as_colony;Q28370;Koguryo;-003;0668;Q28370;Koguryo;Goguryeo;Goguryeo
PRK;as_colony;Q28456;Silla;-005;0892;Q28456;Silla;Silla;Silla
PRK;as_colony;Q715257;Later Silla;0668;0892;Q715257;Later Silla;Later Silla;Later Silla
PRK;as_colonizer;Q50310;Ongjin County;;1954;Q698214;Hwanghae;Ongjin County;Hwanghae
PRK;as_colonizer;Q109342;Hwanghae Norte;;1954;Q698214;Hwanghae;North Hwanghae Province;Hwanghae
PRK;as_colonizer;Q626052;Hwanghae Sul;;1954;Q698214;Hwanghae;South Hwanghae Province;Hwanghae
PRT;as_colony;Q903779;Reino Unido de Portugal, Brasil e Algarves;1139;1910;Q45670;Reino de Portugal;United Kingdom of Portugal, Brazil and the Algarves;Kingdom of Portugal
PRT;as_colony;Q377350;União Ibérica;1139;1910;Q45670;Reino de Portugal;Iberian Union;Kingdom of Portugal
PRT;as_colony;Q45670;Reino de Portugal;1139;1910;Q45670;Reino de Portugal;Kingdom of Portugal;Kingdom of Portugal
PRT;as_colonizer;Q668;Índia;1505;1961;Q323904;Estado Português da Índia;India;Portuguese India
PSE;as_colony;Q2277;Império Romano;0006;0135;Q1003997;Judeia;Roman Empire;Judaea
ROU;as_colony;Q15180;União Soviética;1919;1991;Q133356;República Socialista Soviética Ucraniana;Soviet Union;Ukrainian Soviet Socialist Republic
ROU;as_colony;Q842794;República Socialista da Romênia;1965;1989;Q842794;República Socialista da Romênia;Socialist Republic of Romania;Socialist Republic of Romania
ROU;as_colony;Q1108445;Principado de Kiev;0882;1240;Q1108445;Principado de Kiev;Kievan Rus';Kievan Rus'
ROU;as_colony;Q2685298;República Popular da Romênia;1947;1965;Q2685298;República Popular da Romênia;Romanian People's Republic;Romanian People's Republic
ROU;as_colonizer;Q174665;Alba Iulia;;;Q122937791;Liber Pater shrine at Apulum;Alba Iulia;Liber Pater shrine at Apulum
RUS;as_colony;Q15180;União Soviética;1917;1991;Q2184;República Socialista Federativa Soviética Russa;Soviet Union;Russian Soviet Federative Socialist Republic
RUS;as_colony;Q15180;União Soviética;1922;1991;Q15180;União Soviética;Soviet Union;Soviet Union
RUS;as_colony;Q28370;Koguryo;-003;0668;Q28370;Koguryo;Goguryeo;Goguryeo
RUS;as_colony;Q33;Finlândia;1939;1940;Q62519;República Democrática da Finlândia;Finland;Finnish Democratic Republic
RUS;as_colony;Q15180;União Soviética;1921;1991;Q130229;República Socialista Soviética Geórgia;Soviet Union;Georgian Soviet Socialist Republic
RUS;as_colony;Q15180;União Soviética;1919;1991;Q133356;República Socialista Soviética Ucraniana;Soviet Union;Ukrainian Soviet Socialist Republic
RUS;as_colony;Q139319;República Russa;1917;1921;Q243610;República Popular da Ucrânia;Russian Republic;Ukrainian People's Republic
RUS;as_colony;Q15180;União Soviética;1922;1936;Q545205;República Socialista Federativa Soviética Transcaucasiana;Soviet Union;Transcaucasian Socialist Federative Soviet Republic
RUS;as_colony;Q1108445;Principado de Kiev;0882;1240;Q1108445;Principado de Kiev;Kievan Rus';Kievan Rus'
RUS;as_colonizer;Q86677474;Anapa;-045;0250;Q23742;Gorgippia;Anapa;Gorgippia
RUS;as_colonizer;Q3573;Oblast de Rostov;-030;0450;Q1153416;Tánais;Rostov Oblast;Tanais
RUS;as_colonizer;Q1697;Oblast de Moscovo;1300;1500;Q3919102;Principality of Tarusa;Moscow Oblast;Principality of Tarusa
RUS;as_colonizer;Q2792;Oblast de Tula;1300;1500;Q3919102;Principality of Tarusa;Tula Oblast;Principality of Tarusa
RUS;as_colonizer;Q2842;Oblast de Kaluga;1300;1500;Q3919102;Principality of Tarusa;Kaluga Oblast;Principality of Tarusa
RUS;as_colonizer;Q508433;Tsaritsyno;;1960;Q4083495;Q4083495;Tsaritsyno District;
RUS;as_colonizer;Q1963015;Brateyevo;;1980;Q4095874;Brateyevo;Brateyevo District;Brateyevo
RUS;as_colonizer;Q915;Perm;-150;;Q4173881;Q4173881;Perm;
RUS;as_colonizer;Q3497234;Motovilikhinsky City District;;;Q4173883;Yegoshikha;Motovilikhinsky City District;Yegoshikha
RUS;as_colonizer;Q19835808;Q19835808;0850;1450;Q4250795;Q4250795;;
RUS;as_colonizer;Q155936;Kudymkar;0650;1650;Q4244666;Q4244666;Kudymkar;
RUS;as_colonizer;Q270114;Petrodvortsovy District;1995;2003;Q4266350;Q4266350;Petrodvortsovy District;
RUS;as_colonizer;Q220316;Pushkinsky District;1995;2005;Q4341796;Q4341796;Pushkinsky District;
RUS;as_colonizer;Q3906458;Smolninskoye Municipal Okrug;;;Q4359662;Пески;Smolninskoye Municipal Okrug;Пески
RUS;as_colonizer;Q973037;Cherdynsky District;0750;1450;Q4392131;Q4392131;Cherdynsky District;
RUS;as_colonizer;Q926754;Yusvinsky District;0950;1250;Q4395669;Q4395669;Yusvinsky District;
RUS;as_colonizer;Q972691;Karagaysky District;0950;1350;Q4396220;Q4396220;Karagaysky District;
RUS;as_colonizer;Q1914;Carélia;;;Q11853486;Anus Karelia;Karelia;Anus Karelia
RUS;as_colonizer;Q656;São Petersburgo;;;Q11899848;Q11899848;Saint Petersburg;
RUS;as_colonizer;Q155587;Krasnoye Selo;;;Q13218293;Q13218293;Krasnoye Selo;
RUS;as_colonizer;Q17627375;Yalta Urban Okrug;;;Q16710924;Derekoy;Yalta Urban Okrug;Derekoy
RUS;as_colonizer;Q4330114;Obukhovsky;;;Q19917049;Q19917049;Obukhovsky;
RUS;as_colonizer;Q5710;Bascortostão;;;Q20612949;Q20612949;Bashkortostan;
RUS;as_colonizer;Q2367598;Alexeyevsky;;1917;Q20968659;Q20968659;Alexeyevsky District;
RUS;as_colonizer;Q104720447;Nizhny Tagil;;;Q47045155;Q47045155;Nizhny Tagil;
RUS;as_colonizer;Q1266580;Rybatskoye Municipal Okrug;;;Q50972223;Murzinka;Rybatskoye Municipal Okrug;Murzinka
RUS;as_colonizer;Q989537;Dedovichi;;1979;Q123438695;Q123438695;Dedovichi;
SAU;as_colony;Q1747689;Roma Antiga;;;Q2859371;Arabia Deserta;Ancient Rome;Arabia Deserta
SLE;as_colony;Q568712;Império de Uassulu;1878;1898;Q568712;Império de Uassulu;Samorian state;Samorian state
SLE;as_colony;Q8680;Império Britânico;1808;1961;Q30059027;Colônia e Protetorado de Serra Leoa;British Empire;Sierra Leone Colony and Protectorate
SOM;as_colonizer;Q104902605;Ciid;1895;1920;Q1106424;Movimento dervixe somali;Ciid;Darawiish
SOM;as_colonizer;Q2621587;Waqooyi Bari;1895;1920;Q1106424;Movimento dervixe somali;Waqooyi-Bari;Darawiish
SOM;as_colonizer;Q1322424;Maakhir;1895;1920;Q1106424;Movimento dervixe somali;Maakhir;Darawiish
SRB;as_colony;Q83286;República Socialista Federativa da Jugoslávia;;1992;Q83286;República Socialista Federativa da Jugoslávia;Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia
