iso3;qid;country_pt;country_en;ports_pt;ports_en;waters_pt;waters_en;has_ports;has_routes
TUR;Q43;Turquia;Turkey;Porto de Eutrópio, Contoscálio, Porto de Eleutério;Etki LNG terminal, Gemlik Port, Port of Kuşadası, Borusan Fertilizer Jetty, Antalya Offshore Terminal, Botas Natural Gas Terminal, Toros Gubre, Botas Dortyol Oil Terminal, Yakacik, Delta Terminal, Dikili, Gebze, Yarımca, Bodrum, Eceabat, Gelibolu, Defterdar Burnu, Istinye, Nemrut Limani Bay, Kusadasi, Golcuk Burnu, Mudanya, Karabiga, Ayvalik, Canakkale, Sinop, Izmit, Kaba Burnu, Ordu, Zonguldak, Botas, Bandırma Port, Port of Dikili, Filyos Port, Marmaris Port, Tekirdağ Port, Sinop Port, Bartın Port, Zonguldak Port, Botaş Saros FSRU Terminal, Antalya Harbour, Port of Çandarlı, Samsunport, Kontoskalion, Çeşme Marina, Karasu Port, Teos Marina, Güllük Port, Port of Aliağa, Kalamış Marina, Izmir Aliaga LNG terminal, Port of Bandırma, BAGFAŞ Bandırma Piers, Port of Tekirdağ, Asyaport, Marmara Ereğlisi LNG terminal, Yeşilovacık Fishing Port, Edincik Etibank Pier, Port of Derince, Port of İskenderun, Port of Antalya, Port of Isdemir, Assan Port Iskenderun, Tatvan Port, Port of Van, Port of Rize, Port of Hopa, Port of Tuzla, Port of Giresun, Port of Hereke, Harbour of Eleutherios, Alanya Port, Dış Limanı, Fethiye, Gökağaç Limanı, Hırsız Limanı, Karaağaç Limanı, Malderesi Limanı, Oluk Limanı, Saklı Limanı, Çanak Limanı, Port of Ambarlı, Aksaz Naval Base, Port of Filyos, Adınlık Port, Akbaş Port, Akçay Port, Ağaçbaşı Port, Doğanbey Port, Port of Trabzon, Erdek Naval Base, Foça Naval Base, Port of İzmir, Port of Çeşme, Dörtyol LNG terminal, Iskenderun Naval Base, Taşucu Seka Harbor, İzmir Marina, Port of Inebolu, Sürmene Naval Base, Port of Mersin, Port of Erdemir, Port of Haydarpaşa, Port of Istanbul, Port of Erdek;;;Sim;Não
IOT;Q43448;Território Britânico do Oceano Índico;British Indian Ocean Territory;;;;;Não;Não
BLM;Q43982;São Bartolomeu;Bartholomew the Apostle;;;;;Não;Não
PRT;Q45;Portugal;Portugal;Doca do Bom Sucesso, Marina de Leixões, Porto Pim, Porto da Aguada, Porto da Figueira da Foz, Porto de Lagos, Porto de Peniche, Porto de Pipas, Porto de Portimão, Porto de Santa Iria (Ribeirinha), Porto de Setúbal, Porto de Sesimbra, Porto de Velas, Porto de Viana do Castelo, Porto de Vila do Topo, Porto do Caniçal, Porto do Funchal, Porto do Varadouro, Marina Parque das Nações, Porto Fluvial de Odemira, Porto de Pesca Palafítico da Carrasqueira, Sítio arqueológico do Corgo das Conchinhas, Porto de Caminha, Porto do Douro, Porto da Nazaré, Porto de Cascais, Porto de Faro, Porto de Olhão, Porto de Tavira, Porto de Vila Real de Santo António, Porto de Ponta Delgada, Porto da Praia da Vitória, Porto das Lajes das Flores, Porto de Vila do Porto, Porto de Pesca de Sagres, Doca de Santo Amaro, Porto em Vila do Conde, Porto de Leixões, Base de Fuzileiros, Caisinho, Marina de Lagos, Porto do Porto Santo, Porto de Lisboa, Porto da Horta, Marina de Cascais, Base Naval de Lisboa, Cais do Ferrão, Cais da Foz do Távora, Cais Fluvial do Pinhão, Porto de Nacala, Porto da Póvoa de Varzim, Porto de Sines;Doca do Bom Sucesso, Porto Pim, Porto de Lagos, Port of Angra do Heroísmo, Port of Portimão, Porto de Santa Iria, Setúbal Port, Port of Sesimbra, Port of Velas, Port of Vila do Topo, Port of Caniçal, Port of Funchal, Marina Parque Das Nações, Porto de Pesca Palafítico da Carrasqueira, Marina of Angra do Heroísmo, Marina of Horta, Porto do Douro, Port of Faro, Port of Olhão, Port of Tavira, Port of Vila Real de Santo António, Porto de Pesca da Baleeira, Sagres, Santo Amaro Dock, Marina of Praia da Vitória, Marina de Vilamoura, Marina de Albufeira, Portimão Marina, Leixões Port, Base de Fuzileiros, Lagos Marina, Portugal, Port of Porto Santo, Sines LNG terminal, Port of Lisbon, La Graciosa Port, Port of Horta, Porto da Calheta, Cascais Marina, Lisbon Naval Base, Ferrão pier, Foz do Távora pier, Pinhão Pier, Port of Nacala, Port of Póvoa de Varzim, Port of Sines;Oceano Atlântico;Atlantic Ocean;Sim;Sim
FRO;Q4628;Ilhas Feroe;Faroe Islands;;RUNAVIK, VAGUR, Tvoroyri, Port of Tórshavn;;;Sim;Não
ATA;Q51;Antártida;Antarctica;;;;;Não;Não
NLD;Q55;Países Baixos;Netherlands;Porto de Roterdão, Europoort, Petroleumhaven, Maasvlakte, Waalhaven, Westhaven;Marina of Deventer, Navel Airbase Valkenburg, Port of Rotterdam, Hunzehaven, Rederijhaven, Bornissehaven, Alblashaven, Yukonhaven, Hudsonhaven, Gantelhaven, Pelserthaven, Lingehaven, Robbenoordsehaven, Sint-Janshaven, Sleepboothaven, port of Breda, Museumhaven Zeeland, IJburg Harbour, Port of Maassluis, GOTO OIL TERMINAL, Port of Kralendijk, Zaandam, Scheveningen, Museumhaven, Feijenoordhaven, Jachthaven De Koenen, E-Harbour, Eemshaven LNG terminal, Oude Houthaven, Piushaven, Allemanshaven, port of West-Terschelling, Australiëhaven, Adenhaven, Beitelhaven, Beringhaven, Binnenhaven, Bosporushaven, Grote Haven, Hornhaven, Houthaven, Kleine Haven, Mainhaven, Moezelhaven, Neptunushaven, Nieuwe Houthaven, Sonthaven, Spijkerhaven, Prins Johan Frisohaven, Waalhaven basin 5, Waalhaven basin 6, Waalhaven basin 3, Waalhaven basin 1, Waalhaven basin 2, Waalhaven basin 4, 1e Katendrechtsehaven, Hutchison Ports Venlo, Barge- en railterminal Born, MCT Moerdijk, Hutchison Ports ECT Delta, Hutchison Ports ECT Euromax, Bargeterminal Tilburg, Buizenwaal, Protonhaven, Kernhaven, Port of Utrecht (city), Gemeentehaven Tiel, Haven, Petroleumhaven, Texashaven, Tasmaniëhaven, Schipbeek, Industriehaven, Industriehaven, Uilenhaven, Schokhaven, Develhaven, Drechthaven, Swinhaven, Hashaven, Autrischehaven, Cementhaven, Schippershaven, Lisbonnehaven, Mijnheerkenshaven, Maashaven, Zandhaven, Grindhaven, Mosselkreekhaven, Port of Middelburg, Mesonhaven, Energiehaven, Port of Beverwijk, Industriehaven, Industriehaven, Eemshaven, Ports and harbours in Spaanse Polder, Buiksloterweg, Europoort, Hoogovenhaven, IJmondhaven, Buitenhaven, Beatrixhaven, Brittanniëhaven, Binnenhaven, Dommelhaven, Elbehaven, Jachthaven De Eemhof, Kolenhaven, Lindenberghaven, Madagascarhaven, Mercuriushaven, Port of Amsterdam, Spoorwegbassin, Tweede Werkhaven, Zalmhaven, Lingehaven, Landing of the Prince, Nieuwe Haven, Zuiderhaven, Voorhaven en Scheepmakershaven, Buitenhaven (Vollenhove), Nieuwe Haven, Vispoorthaven Zutphen, Sint Pieterspolder bij 4, Middenkous, Bassin, Barendrechtse haven, Overnachtingshaven Haaften, Oude Haven, Vijfde Petroleumhaven, Kraaijenbergse Plassen, De Woudhaven, Rijkswerf Willemsoord, Houthaven, Belvédère-haven, 2e Katendrechtsehaven, Torontohaven, Sethehaven, Appelhaven, Waalhaven, Koningin Wilhelminahaven, Bierhaven, Westerhaven, Trintelhaven, Vijfsluizerhaven, Beneluxhaven, Harbour of Stein, Schiehaven, Petroleumhaven, harbor of Veghel, harbour of Sint Eustatius, Oude Haven, port of Bussum, Eemhaven, Nassauhaven, Vierde Petroleumhaven, port of Rhenen, Merwedehaven, Mississippihaven, harbour of Cuijk, Leuvehaven, Spuihaven, Belcrumhaven, Merwehaven, port of Hengelo, Entrepothaven, harbour of Papendrecht, Vlothaven, Koushaven, Tweede Petroleumhaven, Binckhorsthaven, Pistoolhaven, Persoonshaven, Wezerhaven, Tennesseehaven, Scheepmakershaven, Maashaven, Duwbakhaven, Dintelmond, Boerengat, Afrikahaven, Kreeksehaven, Koningshaven, Oude Haven, Veilinghaven, Madroelhaven, Marina Muiderzand, Port of Waalwijk, Eerste Petroleumhaven, Buitenhaven, Burgemeester Jansenhaven, Burgemeester Van Veldhuizenhaven, Voorhaven, Binnenhaven, Londenhaven, City Harbor of Goes, Oosterhaven, Buizengat, Rijnhaven, Nijlhaven, Noordkanaalhaven, Moerdijk harbour and industrial park, Amerikahaven, Donauhaven, Wijnhaven, Coolhaven, Ammunitiehaven, Voorhaven, Maasvlakte, Oude Haven, Vliethaven, Dokhaven, Binnenhaven, Scheurhaven, Prinses Christinahaven, Parkhaven, Zevende Petroleumhaven, Prinses Amaliahaven, Prinses Alexiahaven, Achtste Petroleumhaven, Coenhaven, Schiemond, Geulhaven, Wiltonhaven, Port of Harlingen, Gate terminal, port of Rijswijk, Kortenoordsehaven, Stadshaven, Galatheese Haven, Waalhaven, Prinses Arianehaven, Welplaathaven, Haringvliet, Beatrixhaven, Sint Laurenshaven, Amazonehaven, Eerste Werkhaven, Braakmanhaven, Hartelhaven, Hudsonhaven, Zeehavengebied, Minervahaven, Keilehaven, Maasvlakte 2, Dintelhaven, Seaport Marina IJmuiden, Sixhaven, Lekhaven, Vulcaanhaven, Berghaven, IJselhaven, Prins Willem Alexanderhaven, Zevenmanshaven, port of Delfzijl, Sint Jobshaven, Europahaven, Berghaven, Westhaven, Chemiehaven, Ponthaven, Derde Petroleumhaven, port of Wijk bij Duurstede, 6e Petroleumhaven, port of IJmuiden, Wilhelminahaven, Buitenhaven, Buitenhaven, Eerste Binnenhaven, Hook of Holland Port, Julianahaven, Quarleshaven, Sloehaven, Stichting Jachthaven Hoorn, Tweede Binnenhaven, Van Cittershaven, W.s.v. St. Annaland, Wilhelminahaven, Karperkuil, Oostkanaalhaven, Sleepboothaven Maassluis, Buitenhaven, harbour of Ouddorp, Nieuwehaven, Seinehaven, Marinevliegkamp Veere, port of Spaarndam, Fort Bay, Alaskahaven, Dokhaven, Harbour of Laaxum, Harbour of Spijkenisse, Port of Vlissingen, Port of Terneuzen, Port of Scheveningen, Spoorhaven, Industriehaven;;;Sim;Não
ALA;Q5689;Åland;Åland;;;;;Não;Não
TLS;Q574;Timor-Leste;Timor-Leste;;Tibar Bay Port, Dili, Port of Dili;;;Sim;Não
PSE;Q575187;Territórios ocupados por Israel;Israeli-occupied territories;;;;;Não;Não
CYM;Q5785;Ilhas Cayman;Cayman Islands;;;;;Não;Não
ESH;Q6250;Sara Ocidental;Western Sahara;;Laayoune, Ad Dakhla;Oceano Atlântico;Atlantic Ocean;Sim;Sim
TCD;Q657;Chade;Chad;;;;;Não;Não
NZL;Q664;Nova Zelândia;New Zealand;;Port Tarakohe, Alofi, Avatiu, Waiheke Marina, Bayswater Marina, Milford Marina, New Zealand, Hobsonville Marina, Port Otago, Lyttelton Marina, Eastland Port, Magazine Bay Marina, Port of Onehunga, Panmure Ferry Landing, Port of Auckland, Picton Port, CentrePort Wellington, Port William / Potirepo, Devonport Naval Base, Naval Communications Station Irirangi, Northland Port, Port Pegasus / Pikihatiti, Port Taranaki, Port of Napier, Port of Tauranga, Westhaven Marina, Lyttelton Port;;;Sim;Não
IND;Q668;Índia;India;;Haldia Port, Ennore Port, Ennore LNG terminal, Mundra LNG terminal, Jafrabad LNG terminal, Jaigarh LNG terminal, Porbandar, Bedi, Belekeri, Panaji, Vadinar Terminal, Veraval Port, Mumbai, Karwar, Calicut, Azhikal, Beypore, Kochi, Quilon, Kolachel, Mandvi, Okha, Nagappattinam, Cuddalore, Pondicherry, Kakinada Bay, Vishakhapatnam, Sikka Port, Trivandrum, Ratnagiri, Chellanam Fishing Harbour, Dighi Port, Jaigad Port, INS Netaji Subhas, Jafrabad Port, Kolkata Inland Port, V.O. Chidambaranar Port Authority, Chhara Port, Nimati Ghat, INS Kalinga, INS Vajrabahu, Mumbai Port Trust, Fishing Harbour Visakhapatnam, Kollam Port, Nagapattinam Port, INS Kattabomman, Dugarajapatnam Port, Vijaydurg Port, Nhava Sheva, Mundra Port, Colachel Seaport, INS Vajrakosh, Bhavnagar Port, Machilipatnam Port, New Mangalore Port, INS Shivaji, INHS Patanjali, INS Satavahana, INS Sardar Patel, INS Dwarka, INS Trata, Ports in West Bengal, Gopalpur port, Bhor Sagar Port, Petuaghat Fishing Port, New Mangalore, Haldia Dock Complex, Tajpur Port, Dahej LNG Terminal, Dabhol LNG Terminal, Kakdwip Fishing Port, Dhubri Port, Farakka Port, Port Anson, Port of Nhāva-Sheba, Revadanda Port, Sewri Port, Chennai Port, Haldia Multi-Modal Terminal, Sahebganj Multi-Model Port, Varanasi Port, Pandu Port, Victor Port, Dhamra Port, Cochin Port, Dharamtar, Gangavaram Port, Port Blair Port, Hazira Port, INS Dweeprakshak, INS Jarawa, INS Kadamba, INS Varsha, INS Venduruthy, INS Virbahu, Port of Mormugao, Kidderpore Dock, Kulpi port, Kakinada Port, Karaikal port, Kochi LNG terminal, Kochi International Marina, Kottayam Port, Krishnapatnam Port, Port of Kandla, Paradip Port, Port Cornwallis, Port Pipavav, Dahej port, Port of Jakhau, Port of Kolkata, Port of Magdalla, Port of Navlakhi, Rewas Port, Sassoon Docks, Visakhapatnam Port, Vizhinjam International Seaport, Bombay Royal Navy Dockyard, Vadhavan port;Oceano Índico;Indian Ocean;Sim;Sim
TUV;Q672;Tuvalu;Tuvalu;;Funafuti Atoll;;;Sim;Não
TON;Q678;Tonga;Tonga;;Nuku Alofa, Pangai, Neiafu;;;Sim;Não
WSM;Q683;Samoa;Samoa;;Apia;;;Sim;Não
SLB;Q685;Ilhas Salomão;Solomon Islands;;Ringgi Cove, Port Noro, Gizo Harbor, Yandina, Tulaghi, Honiara, Bairoko Harbor, Blanche Harbor;;;Sim;Não
VUT;Q686;Vanuatu;Vanuatu;;Naval Advance Base Espiritu Santo, Luganville, Forari Bay;;;Sim;Não
PNG;Q691;Papua-Nova Guiné;Papua New Guinea;Simpson Harbour;Fergusson Island PT Boat Base, Queen Carola Harbor, Bialla, Kavieng Harbor, Rabaul, Vanimo, Daru, Port Moresby, Alotoa, Samarai, Suloga Harbor, Discovery Bay, Lae, Oro Bay, Madang, Kumul, Hamburg Harbor, Kokopo, Kimbe, Kieta, Longan Island, Lorengau, Wewak Harbor, Naval Base Alexishafen, HMAS Basilisk, Papua New Guinea LNG, Anewa Bay, Simpson Harbour;;;Sim;Não
PLW;Q695;Palau;Palau;;Malakal Harbor, Malakal Port;Oceano Pacífico;Pacific Ocean;Sim;Sim
NRU;Q697;Nauru;Nauru;;Port of Anibare, Aiwo Harbour, Cantilever Phosphate Loading System North, Cantilever Phosphate Loading System South, Collapsed Cantilever Section 2010;;;Sim;Não
FSM;Q702;Micronésia;Federated States of Micronesia;;Pohnpei Harbor, Moen, Lele Harbor, Naval Base Ulithi;Oceano Pacífico;Pacific Ocean;Sim;Sim
MHL;Q709;Ilhas Marshall;Marshall Islands;;Enitwetak Island, Kwajalein, Majuro Atoll, Naval Base Eniwetok, Ennylabegan Port, Gugegwe Port, Legan port, Illeginni port, Omelek port, Gellinam port, Gagan port;Oceano Pacífico;Pacific Ocean;Sim;Sim
KIR;Q710;Kiribati;Kiribati;;Canton Island, English Harbor, Tarawa Atoll;;;Sim;Não
MNG;Q711;Mongólia;Mongolia;;;;;Não;Não
FJI;Q712;Fiji;Fiji;;Suva Harbor, Lautoka Harbor, Levuka, Malai, Savusavu Bay;;;Sim;Não
VEN;Q717;Venezuela;Venezuela;Puerto Cumarebo;Puerto Cumarebo, El Guamache, CUMANA (PUERTO SUCRE), Jose Terminal, Catia La Mar, Puerto Borburata, Puerto Chichiriviche, Las Piedras, AMUAY (BAHIA DE AMUAY), El Palito, La Guaira, Guanta, Bahia de Pertigalete, Guiria, Carupano, Caripito, Palua, Puerto Ordaz, Maracaibo, La Salina, Puerto Miranda, El Tabiazo, Ciudad Bolivar, Venterminals, Port of Puerto Cabello, Puerto de La Guaira, Muelle de Caballetes, Muelle Puerto Concha, Puerto de Yaguaraparo, Puerto Frances, Puerto La Viejo, Puerto Nuevo, Soro, La Vela de Coro;Oceano Atlântico;Atlantic Ocean;Sim;Sim
SUR;Q730;Suriname;Suriname;;Jules Sedney Harbour, Nieuw Nickerie, Paramaribo, Paranam, Moengo;;;Sim;Não
PRY;Q733;Paraguai;Paraguay;;Capitán Meza Puerto, Puerto de Asuncion, Ita Enramada, Terport;;;Sim;Não
GUY;Q734;Guiana;Guyana;;Georgetown, Linden, New Amsterdam;;;Sim;Não
ECU;Q736;Equador;Ecuador;;Puerto Bolivar, La Libertad, Manta, Esmeraldas, Puerto Roma, Puerto San Francisco, Puerto Marítimo de Guayaquil, Puerto del Horno, Puerto Serrano, Puerto Balsa;;;Sim;Não
COL;Q739;Colômbia;Colombia;;Turbo, Cartagena, Santa Marta, Covenas Offshore Terminal, El Bosque, Puerto Prodeco, Barranquilla, Pozos Colorados, Puerto Bolivar, Puerto Ecopetrol, Puerto Fluvial, Puerto Las Varas, Puerto de Tumaco, Puerto Carreño, Port of Buenaventura;;;Sim;Não
BOL;Q750;Bolívia;Bolivia;Puerto Aguirre;Puerto Aguirre;;;Sim;Não
TTO;Q754;Trindade e Tobago;Trinidad and Tobago;;Scarborough, Chaguaramas, Point Lisas Port, Point Lisas Industrial Port, Point Fortin, Anse Tembladora, Pointe A Pierre, Galeota Point Terminal, Atlantic LNG;;;Sim;Não
TJK;Q755194;Tadjiquistão nos Jogos Olímpicos;Tajikistan at the Olympics;;;;;Não;Não
VCT;Q757;São Vicente e Granadinas;Saint Vincent and the Grenadines;;Kingstown;;;Sim;Não
LCA;Q760;Santa Lúcia;Saint Lucia;;Vieux Fort, Castries, Grand Cul de Sac Bay;;;Sim;Não
KNA;Q763;São Cristóvão e Neves;Saint Kitts and Nevis;;Charlestown, Basseterre;;;Sim;Não
JAM;Q766;Jamaica;Jamaica;;Old Harbour LNG terminal, Lucea, Montego Bay, Rio Bueno, Ocho Rios, Rocky Point, Savannah-la-Mar, Little Pedro Point, Jamaica LNG Terminal, Kingston Harbour, Jamaica Dockyard;;;Sim;Não
GRD;Q769;Granada;Grenada;;St George's;;;Sim;Não
URY;Q77;Uruguai;Uruguay;Porto de Montevidéu, Porto de Piriápolis;Nueva Palmira, La Paloma, Puerto Sauce, Fray Bentos, Paysandu, Jose Ignacio, Base Naval del Puerto de Montevideo, Puerto Puntas de Sayago, Puerto de Fray Bentos, Port of Montevideo, Puenta del Este Port, Puerto de Colonia del Sacramento, Puerto Rosario, Terminal Logística M'Bopicuá, Puerto de Piriápolis, Puerto del Buceo;Oceano Atlântico;Atlantic Ocean;Sim;Sim
GTM;Q774;Guatemala;Guatemala;Puerto San José, Santo Tomás de Castilla;Puerto Barrios, Santo Thomas de Castilla, Puerto San José, Puerto Quetzal, Saint Thomas of Castilla;Oceano Pacífico;Pacific Ocean;Sim;Sim
BHS;Q778;Bahamas;The Bahamas;;Clifton Pier, Matthew Town, South Riding Point, Nassau, Cockburn Town, Fisherman's Village Marina, Little Harbour, Freeport Harbour;;;Sim;Não
ATG;Q781;Antígua e Barbuda;Antigua and Barbuda;Docas Navais de Antigua, São João;St Johns, Nelson's Dockyard, St. John's;;;Sim;Não
HND;Q783;Honduras;Honduras;;Puerto Cortes, Tela, La Ceiba, Trujillo, Puerto Castilla, Coxen Hole, Puerto de Hencan, Puerto Este;;;Sim;Não
DMA;Q784;Dominica;Dominica;;;;;Não;Não
JEY;Q785;Jersey;Jersey;;Jersey Port, Bonne Nuit, Saint Helier Marina;;;Sim;Não
DOM;Q786;República Dominicana;Dominican Republic;Porto de Puerto Plata;Terminal Don Diego, Sanchez, ANDRES (ANDRES LNG TERMINAL), La Romana, Las Calderas, Puerto Viejo de Azua, Santa Barbara de Samana, Pepillo Salcedo, Punta Nizao Oil Terminal, Puerto Botado, Central Romana Port, Puerto de Haina, Puerto Duarte, Andrés LNG Terminal, Cayo Levantado Port, Manzanillo Port, Multimodal Caucedo Port, Port of Azua, Port of Barahona, Port of Boca Chica, Port of Cabo Rojo, Port of Puerto Plata, Port of San Pedro de Macoris, Port of Santo Domingo;;;Sim;Não
EGY;Q79;Egito;Egypt;Porto de Alexandria, Berenice;Ain Sokhna port, Sidi Kerir, Ras Sudr, Mersa Matruh, Hamrawein, Bur Said, El Hamra Oil Terminal, El Maadiya, Alexandria, Al Qusayr, Bur Safaga, Zeit Bay Terminal, Ras Badran Oil Terminal, Sokhna Port Gas Tanker Terminal, NUWEIBA EL MUZEIMA, North Ain Sukhna Port, East Zeit Terminal, Ain Sukhna Terminal, Zafarana Terminal, Zeit Bay LPG Terminal, Al-Adabiya, Port of Al Tor, July 3 Naval Base, Alexandria Port, Idku LNG, Mīnā' Baranīs, Mīnā' ‘Atāqah, Mīnāh al-Adabīyah, Mīnā' Shirkat Abū Za‘bal lil Asmidah wa al Kīmāwiyāt, Mīnā' Qaşr al Muntazah, Mīnā' Şayd, Marina Taba Heights, Clysma, Damietta Port, Suez Port, SEGAS LNG, Berenice Troglodytica, Sharm el-Sheich;;;Sim;Não
HTI;Q790;Haiti;Haiti;Labadee;Miragoane, Jacmel, Petit Goave, Labadee, Killick, Port international du Cap-Haïtien, Port international de Port-au-Prince;;;Sim;Não
SLV;Q792;El Salvador;El Salvador;Porto La Unión;Acajutla Offshore Terminal, Port of Acajutla, Puerto La Unión;;;Sim;Não
IRN;Q794;Irão;Iran;;Shahid Haghani Port, Bandar-e Shahid Reajie, Bandar Taheri Offshore Terminal, Khosrowabad Port, Bandar Khomeyni, Bandar-e Mahshahr, Jazireh-ye Hormoz, Sirus Oil Terminal, Jazireh-ye Lavan Oil Terminal, Jazireh-ye Sirri, Bandar-e Pars Terminal, Barkan Oil-Loading Terminal, Konarak Naval Base, Kuh Mobarak Fishing Port, Ramchah Port, Kong Port, Abu Musa Port, Abu Musa Naval Base, Shahid Rajai Port, Bandar-e Bar Kūh, Guran Port, Chahu-ye Sharqi Port, Nakhl Taqi Port, Abaskun, Ta'sīsāt-e Bandar-e Torkaman, Amirabad Port, Laft Ancient Port, Caspian Port, Nowshahr Port, Iran LNG, Jask, Persian LNG, Chabahar Port, Anzali Port, Anzali Naval Base, Imam Khomeini Port, Kharg Oil Terminal, Kish Port, Astara Port, Jofreh Port, Bushehr Port, Mohammad Ameri Port, Ganaveh Port, Khorramshahr Port, Abadan Port, Arvandkenar Port, Deylam Port, Laft Port, Shahid Zakeri Port, Bahman Port, Qeshm Fishing Port, Pahel Port, Hormuz Port, Shahid Bahonar Port, Bandar Abbas Fishing Port, Bandar Abbas Naval Base, Tang Port, Beris Port, Pasabandar Port, Konarak Fishing Port, Tis Port, Kish Marina, Kangan Fishing Port, Siraf Port, Deyr Port, Farasakou Port, Pars Petrochemical Port, Asaluyeh Fishing Port, Bolkheyr Port, Babolsar Port, Ramsar Recreational Port;;;Sim;Não
IRQ;Q796;Iraque;Iraq;Charax Spasinu;Charax Spasinu, Port of Khur Al Zubair, Al-Basra Oil Terminal, Khawr Al Amaya, KHAWR AL ZUBAIR LNG TERMINAL, al-Wasiliyah port, Al Faw Port, Abu Flous Port, Grand Faw Port, Al-Maqal Port, Umm Qasr Port;;;Sim;Não
CRI;Q800;Costa Rica;Costa Rica;;Caldera, Puerto Caldera, Puerto Limon, Golfito, Puerto Quepos, Puntarenas, Puerto Moin, Puerto de Carño Blanco, Port of Limón;Oceano Pacífico;Pacific Ocean;Sim;Sim
ISR;Q801;Israel;Israel;Porto de Haifa, Israel Shipyards, Porto de Tel Aviv, Porto de Ashdod, Porto de Eilat;Haifa Naval Base, Fanara Base, Port of Haifa, Eilat Naval Base, HaDarom Port, Israel Shipyards Industries Ltd, Tel Aviv Port, Jaffa Port, Port of Ashdod, Port of Eilat, Acre Port, Ashdod Marina, Atlit naval base, Pisan Harbor, Acre, Ashdod Naval Base, Port of Hadera, HaYovel Port, Kishon Port, Marina Herzliya, Tel Aviv Marina, Straton's Tower, Abu Zabura Port;;;Sim;Não
PAN;Q804;Panamá;Panama;;Coco Solo, Colón LNG Terminal, Vacamonte, Bocas del Toro, Chiriqui Grande, Puerto Colon, Charco Azul, Pedregal, Puerto Armuelles, BAHIA DE LAS MINAS, Puerto Cristobal, Puerto Almirante, Rodman United States Naval Reservation, Puerto de Balboa, Manzanillo International Terminal;;;Sim;Não
YEM;Q805;Iémen;Yemen;;Rudum Terminal, Dhabba Oil Terminal, Port of Mukalla, port of Aden, Port of Al Hudaydah, Ash Shihr oil terminal, Port of Salif, Port of Balhaf, Port of Mokha, Mīnā' al Ḩudaydah, Mīnā' ‘Adan, Port of Nishtun, Yemen LNG;;;Sim;Não
JOR;Q810;Jordânia;Jordan;Porto de Aqaba;Port of Aqaba;;;Sim;Não
NIC;Q811;Nicarágua;Nicaragua;;Port of Puerto Cabezas, Puerto de Corinto, Puerto Sandino, Puerto de Bluefields, Salvador Allende Port, Puerto Corinto, Puerto Arlen Siu, Puerto El Bluff, Puerto San Jorge, Bluefields Bluff;;;Sim;Não
KGZ;Q813;Quirguistão;Kyrgyzstan;;;;;Não;Não
KWT;Q817;Kuwait;Kuwait;;Mina Al Ahmadi LNG terminal, Doha Harbor, Al Kuwayt, Mina Az Zawr, Mina Al Ahmadi, Mina Ash Shuaybah, Mina Abd Allah, Doha Port, Al-Zour LNG Import Terminal, Sabah Al -Ahmad Naval Base, Port of Shuaiba, Mubarak Al Kabeer Port;;;Sim;Não
LAO;Q819;Laos;Laos;;;;;Não;Não
LBN;Q822;Líbano;Lebanon;Porto de Beirute;Sidon/Zahrani Terminal, Tarabulus, Sayda, Mina el Hadid, Port of Beirut, Beirut Naval Base, Port of Tripoli;;;Sim;Não
MDV;Q826;Maldivas;Maldives;;;;;Não;Não
MYS;Q833;Malásia;Malaysia;;Sapangar Bay, Port Langkawi, Malong Marine Terminal, Pelabuhan Sungai Udang, Bintangor, Mostyn, Kemaman Harbor, TG. MANI, Melaka, Port Klang, Port Dickson, Kuantan New Port, Kirteh Oil Terminal, Kuala Trengganu, Tapis Marine Terminal A, Muar, Tawa, Teluk Anson, Kuching, Sarikei, Sibu, Kota Kinabalu, Kudat, Pelabuhan Sandakan, Lahad Datu, Bintulu Port, Miri, Lutong, Port of Port Klang, Port of Kuala Sungai Linggi, Lumut Port, Melaka LNG terminal, Pengerang LNG terminal, PFLNG 2, PFLNG Satu, Pelabuhan Pasir Gudang, Pelabuhan Pending, Johor Port, Kuantan Port, Port of Penang, Kemaman Port, Malaysia LNG, Tanjung Langsat Port, Port of Tanjung Pelepas;;;Sim;Não
NPL;Q837;Nepal;Nepal;;;;;Não;Não
OMN;Q842;Omã;Oman;;Qalhat LNG Terminal, SOHAR Port and Freezone, Port of Salalah, Port Sultan Qaboos, Oman LNG, Port of Duqm, Port of Sohar, Port of Khasab, Port of Mina Al Fahal;;;Sim;Não
SJM;Q842829;Svalbard e Jan Mayen;Svalbard and Jan Mayen;;;;;Não;Não
PAK;Q843;Paquistão;Pakistan;;Muhamamad Bin Qasim, Gwadar, Faisalabad Dry Port, Port of Karachi, Port Qasim, P.N.S Halder, Gwadar Port, Jinnah Naval Base, PNS Himalaya, Gwadar Fishing Port, Kalmat Naval Base, PNS Ahsan, PNS Qasim, Port of Pasni, Barbarikon, Pakistan International Container Terminal;;;Sim;Não
QAT;Q846;Catar;Qatar;;AL SHAHEEN TERMINAL, Al Rayyan Terminal, Jazirat Halul, Ras Laffan, Qatargas Ras Laffan LNG terminal, Hamad Port;;;Sim;Não
