conflict_qid;conflict_label;empty_what
Q327513;Guerra bizantino-genovesa de 1348–1349;p17
Q233667;Second Olynthian War;p17
Q288251;Guerra da Cisplatina;p17
Q233702;Segunda Guerra da Silésia;p17
Q318250;Guerra de Ogaden;p17
Q254106;Guerra da Crimeia;p17
Q15902182;Bailingmiao-Aufstand;p17
Q55262726;Chamorro Wars;p17
Q16422057;Jørgen Jørgensen's Revolution;p17
Q233219;Segunda Batalha de Ypres;labels
Q17028780;Revolt of Tyre;p17
Q329203;Primeira Guerra dos Bôeres;p17
Q190758;Conflito de Darfur;labels
Q6086412;First Anglo-Powhatan War;p17
Q146966;Primeira Guerra Ilírica;p710
Q333023;Captura Teutônica de Danzig;p17
Q153650;Guerra Austro-prussiana;p710
Q6094583;Ottoman-Safavid War of 1548–1549;p17
Q222013;Batalha de Bosworth Field;labels
Q5452603;Primeira Guerra Carib;p17
Q4122600;War of the Priests;p17
Q4763630;Capetian-Plantagenet rivalry;labels
Q5073613;Char Bouba War;p17
Q4400956;Russo-Tlingit War;p17
Q5168559;Cophen Campaign;p17
Q4338036;Guerra Otomano-Mameluca (1485–1491);p17
Q4207759;Seleucid–Parthian Wars;p17
Q5529300;Ga–Fante War;p17
Q4122579;Arikara War;labels
Q4222429;Sino–Tibetan War;p17
Q4793354;Armenian–Parthian War;p17
Q5453254;First Maroon War;labels
Q4349074;First Oirat–Manchu War;p17
Q5557072;Ghost Dance War;p17
Q4400941;Russo-Kazan War of 1487;p17
Q4207617;Campanha balcânica de 1529;p17
Q4126350;Kenesary Kasymov's uprising;labels
Q5403659;Guerra etíope-egípcia;p17
Q4408946;Sasun Uprising;labels
Q4349810;First Dacian War;p17
Q4166614;Muscovite–Lithuanian War of 1368-1372;p17
Q4373383;Guerra Naval Portuguesa-Mameluca;p17
Q4465891;Ottoman–Persian War of 1743–46;p17
Q5453768;First Rohilla War;p17
Q4515025;Fourth War of the Diadochi;p17
Q5555632;Primeira Guerra Messênia;labels
Q4338038;Guerra Otomano-Mameluca;p17
Q4204142;Guerra hispano-portuguesa (1776-1777);labels
Q4261059;1240 Izborsk and Pskov campaign;p17
Q5037035;Capture of Minorca;p17
Q4300304;Moldavian campaign (1684–1691);p17
Q16639048;Golpe de Estado no Togo em 1967;p710
Q11401900;Incidente da Academia Militar Frunze;p710
Q10907189;南坡之变;p710
Q9108134;Xinyou Coup;p710
Q10332838;Movimento de 11 de Novembro;p710
Q21515053;Golpe de Estado no Sudão em 1969;p710
Q18214240;Operação Caban;p710
Q16951829;Movimento Corretivo (Iêmen do Sul);p710
Q20744392;Golpe de Estado no Azerbaijão em 1993;p710
Q11570422;Makishi-Onga Incident;p710
Q16674517;Expulsion of Otto of Greece;p710
Q12354199;1996 Burundi coup d'état;p710
Q10863956;January Storm;p710
Q11576921;田村庄司の乱;p710
Q13534264;Golpe de Estado na Grécia em 1967;p710
Q17512048;Golpe de Estado na República Centro-Africana em 2003;p710
Q10290439;Golpe da Maioridade;p710
Q16205928;Golpe de Estado na Nigéria em 1966;p710
Q11547378;Hiki Yoshikazu's Rebellion;p710
Q18692196;révolte de la marine de guerre hellénique;p710
Q10923036;Tanglong Coup;p710
Q15278872;Batalha de Bangui (março de 2013);p710
Q13019382;1971 Thai coup d'état;p710
Q15234126;Tentativa de contragolpe no Mali em 2012;p710
Q11457470;寛和の変;p710
Q11398434;Kōzan-ji revolt;p710
Q13019386;1976 Thai coup d'état;p710
Q13019387;Siamese coup d'état of 1948;p710
Q16266489;Golpe de Estado no Níger em 1999;p710
Q8676049;Golpe de Estado na Tunísia em 1987;p710
Q15896142;苗劉兵變;p710
Q17462627;1827 Honduran coup d'état;p710
Q11380664;伊賀氏事件;p710
Q16908992;Contragolpe na Nigéria em 1966;p710
Q16822144;Golpe de Estado na Serra Leoa em 1992;p710
Q18604542;Golpe de Estado em Alto Volta em 1982;p710
Q20977839;Golpe de Estado em Guiné Equatorial em 1979;p710
Q13019383;1958 Thai coup d'état;p710
Q20067674;Golpe de Kolomak;p710
Q10945632;孫立人兵變案;p710
Q23540878;Golpe de Estado na Nigéria em 1983;p710
Q12291320;coup d'État du 27 avril 1881;p710
Q14466700;Golpe de Estado no Suriname em 1990;p710
Q19601700;Golpe de Estado no Paraguai em 1989;p710
Q16827760;Crise de Mindanau de 1990;p710
Q18604615;Golpe de Estado em Alto Volta em 1980;p710
Q19869957;1929 Tuvan coup d'état;p710
Q11145439;Jingyuan Mutiny;p710
Q282009;Juanillo Rebellion;p710
Q11570455;Makishi Incident;p710
Q16351635;Апрельский путч;p710
Q8964620;Golpe de Estado na República Centro-Africana em 2013;p710
Q23038154;1976 Burundian coup d'état;p710
Q15224558;Euromaidan;p710
Q21002917;Golpe de Estado na Costa Rica em 1917;p710
Q16085425;coup d'État du 2 octobre 1918;p710
Q12873749;Greek coup of 13 December 1967;p710
Q16329696;Golpe de Estado en Grecia del 10 de octubre de 1935;p710
Q19870163;Golpe de Estado na Síria em 1961;p710
Q11538828;梶原景時之變;p710
Q10931943;Overthrow of the Hawaiian Kingdom;p710
Q20982123;Golpe de Estado da República Centro-Africana em 1981;p710
Q15935579;Mawei incident;p710
Q19398047;1940 Norwegian coup d'état;p710
Q18400440;coup d'État de la Garde blanche au Primorié;p710
Q19955933;Golpe de Estado no Mali em 1991;p710
Q16329599;Pyjamas coup;p710
Q16663506;Cypriot-Genoese War;p17
Q16178616;Second Judeo–Seleucid War;p17
Q13085198;First War of Konavle;p17
Q11915301;Conquest of Murcia;p17
Q16912790;Athenian-Macedonian War (340–338 BC);p17
Q15860072;Guerra Russo-Ucraniana;labels
Q13422413;Franconian War;p17
Q16009852;Third Seminole War;p17
Q16362506;Lithuanian Crusade;p17
Q11893060;Guerra romano-parta de 195–198;p17
Q15867770;Naval War on Lake Constance;p17
Q11956522;The 6000-Mark War;labels
Q11924845;Guerras Messênias;p17
Q12203922;Abu Yazid revolt;labels
Q11944992;War of the Vardanants;p17
Q12628185;Bosnian–Ragusan War;p17
Q12910863;Timur's invasion of India;p17
Q11924841;Guerra Gótica;p17
Q16126368;Guerra Iemenita de 1972;p17
Q16208236;Byzantine–Sasanian War;p17
Q11871384;Sino–Mongolian War;p17
Q11942758;Ethiopian-Somali border conflict;p17
Q16327601;Demetrius War;p17
Q12010160;Värmland military campaign;p17
Q12356285;Latin War;p17
Q28407700;Skylab mutiny;p17
Q15640057;War of the Straits;p17
Q15542964;Guerra Italiana de 1542-1546;p17
Q16911838;Guerra Civil Líbia (2014-presente);labels
Q15054314;Roman-Aequian Wars;labels
Q15867454;War of the Oxen;p17
Q16533921;Gascon War;p17
Q12279474;Aeginetan War;p17
Q442268;Anglo-Hanseatic War;p17
Q369291;Guerra Anglo-Espanhola (1654–1660);p17
Q430572;Guerra escocesa-norueguesa;p17
Q430053;Guerra de Black Hills;labels
Q431001;Guerra Fantástica;p17
Q382116;Guerra do Cáucaso;p17
Q431806;Guerra de Arauco;labels
Q462964;Levante de Novembro;p17
Q372338;Sixth Syrian War;p17
Q418151;Segunda Guerra do Ópio;p17
Q474891;Texas–Indian Wars;p17
Q426201;Gunboat War;p17
Q400465;Guerra Chiquita;p17
Q455747;Guerras de Appenzell;p17
Q385676;Guerra de Ōnin;labels
Q372330;Fifth Syrian War;p17
Q368594;Banjarmasin War;p17
Q371394;Guerra de Independência de Bangladesh;labels
Q431177;Conquista mongol do Império Corásmio;p17
Q404517;Guerra de Kargil;labels
Q468120;Saxon Fratricidal War;p17
Q381375;Primeira Guerra de Nagorno-Karabakh;p17
Q356920;War of the Golden Stool;p17
Q370963;Russo-Swedish War of 1554–1557;p17
Q438252;Antiga Guerra de Zurique;p17
Q387020;Social War of 357-355 BCE;p17
Q1957205;Donia War;p710
Q196742;Burning of Louvain;p710
Q200032;Batalha de Manziquerta;p710
Q233416;Second Battle of St Albans;p710
Q225562;Battle of Shizugatake;p710
Q200716;Batalha de Queroneia;p710
Q233426;Segunda Batalha de Zurique;p710
Q233399;Batalha de Mantineia;p710
Q204636;Batalha de Plateias;p710
Q1968718;Grande Revolta Síria;p710
Q243640;Second Battle of Sabine Pass;p710
Q210423;Battle of Xiaoyao Ford;p710
Q233414;Battle of Panipat;p710
Q221703;Batalha das Ardenas (1914);p710
Q219230;Incidente da Ponte Marco Polo;p710
Q233343;Segunda Batalha de Bull Run;p710
Q2071183;First Münster War;p710
Q233366;Second Battle of Drepana;p710
Q1536533;Guerra Colômbia-Peru;p710
Q233278;Operação Iskra;p710
Q183249;Batalha do Rio Sit;p710
Q200056;Batalha de Zama;p710
Q183286;Battle of Cēsis;p710
Q223220;Battle of Megalopolis;p710
Q590605;Conflito no Baluchistão;p710
Q207250;Batalha do Lago Trasimeno;p710
Q245773;Battle of Alba de Tormes;p710
Q220882;Operation Junction City;p710
Q194329;Battle of Five Forks;p710
Q211211;Battle of Kelja;p710
Q203366;Schlacht am Gubel;p710
Q208816;Battle of Gerona;p710
Q184320;Batalha de Borodino;p710
Q233373;Batalha de Cápua;p710
Q233242;Segunda Batalha do Isonzo;p710
Q182530;Batalha de Badajoz;p710
Q221469;Primeira Batalha de Bull Run;p710
Q233386;Batalha de Herdônia;p710
Q204343;Battle of Sellasia;p710
Q209721;Battle of Cabezón;p710
Q222520;Batalha de Bannockburn;p710
Q195118;Battle of Old Church;p710
Q241108;Batalha de Friedlândia;p710
Q2258636;Second Mafia War;labels
Q188123;Battle of Villiers;p710
Q101102250;Забастовка работников Минского метрополитена (1995);p710
Q760007;Insurgência em Ogaden;p710
Q760020;Polish 1970 protests;p710
Q136352363;Cambrian Combine strike;p710
Q938744;Émeute du Globus;p710
Q131716431;Huelga de Eaton Ibérica;p710
Q377682;Tumultos de Watts;p710
Q1299320;Roma Riot in Slovakia;p710
Q136540514;Demonstration against the De Wever Government (14 October 2025);p710
Q129760;September 1991 Mineriad;p710
Q135581735;greve dos taxistas em Angola em 2025;p710
Q493211;Disturbance of the Three Ports;p710
Q686273;Revolta de Vorkuta;p710
Q130803602;Most strike;p710
Q1747156;2002 gujarat violencia;p710
Q101249165;1922 Dusseldorf strike;p710
Q785554;Bloody Sunday;p710
Q1263094;Schneiderrevolution;p710
Q821885;Berliner Zeughaussturm;p710
Q135225360;Demonstration against the De Wever Government (25 June 2025);p710
Q131399961;2024 Canada Post strike;p710
Q580640;Confrontos em Nukuʻalofa em 2006;p710
Q104795752;1910 Columbus streetcar strike;p710
Q132175276;1872 New York City eight hour day strike;p710
Q699295;Incidente de Nanquim;p710
Q103927707;1932 Christchurch tramway strike;p710
Q132165524;2012 nationwide strike in Israel;p710
Q131904633;1997 Brazilian police strike;p710
Q780056;riot of Hoyerswerda;p710
Q1941328;Moabiter Unruhen;p710
Q257216;Distúrbios em Albina em 2009;p710
Q135224616;2025 NBR strike;p710
Q136451462;1988 Chilean rail strike;p710
Q130803600;Most strike;p710
Q133254283;grève de huit jours;p710
Q200749;Jornada das Telhas;p710
Q27559;Primavera Negra;p710
Q130394260;2024 United States port strike;p710
Q97355620;1943 Rolls-Royce strike;p710
Q104849717;2020 Port of Montreal strike;p710
Q696187;Distúrbios de Los Angeles em 1992;p710
Q104955137;1937 Minnesota timber worker strikes;p710
Q97358351;1989–90 British ambulance strike;p710
Q6743;Maio de 1968;labels
Q901961;2012 China anti-Japanese demonstrations;p710
Q134103619;2023 CRA Strike;p710
Q98834192;CFM strike demonstration Berlin 2020-08-26;p710
Q1633167;Moscow Uprising of 1682;p710
Q886284;Blumenstraßen riots;p710
Q1014570;2008 Shenzhen anti-police riot;p710
Q1558576;1986 Sabah riots;p710
Q339486;1948 Accra Riots;p710
Q1154330;Jornada de 10 de Agosto de 1792;p710
Q1341655;Distúrbios de 1920 na Palestina;p710
Q265873;Revolta de jovens dos subúrbios da França em 2005;p710
Q104868505;2018 Taylorsville Georgia-Pacific strike;p710
Q152372;Distúrbios de 2008 na Grécia;p710
Q760024;Husino uprising;p710
Q132051182;Sciopero di Ranica del 1909;p710
Q1538124;Motins de Gordon;p710
Q750138;Astor Place Riot;p710
Q104845066;Bristol Youth Strike 4 Climate;p710
Q657494;demolition of Babri Masjid;p710
Q136196534;War of the Shops;p710
Q135264147;2025 District Council 33 strike;p710
Q1718321;Leipziger Gemetzel;p710
Q104855767;2020 Michigan graduate students strike;p710
Q105200270;Charleston sanitation strike;p710
Q710671;Hibiya incendiary incident;p710
Q104858483;2018 Atlanta sanitation strike;p710
Q1878803;2000 Ramallah lynching;p710
Q1958948;Beer riots in Bavaria;p710
Q1466858;riots on 50th anniversary of the Hungarian Revolution of 1956;p710
Q844505;Distúrbios em Xinjiang em julho de 2009;p710
Q135581783;Greves gerais em Angola em 2024;p710
Q923566;2006 civil unrest in San Salvador Atenco;p710
Q133819046;1953 Aramco strike;p710
Q220497;Os distúrbios do recrutamento em Nova York;p710
Q701607;Incidente de Nagasaki;p710
Q134293546;2025 Nepal Teachers Protest;p710
Q1054334;Shaoguan incident;p710
Q457509;Tumult of Thorn;p710
Q546042;Youth riots in Switzerland;p710
Q1073320;Revolta de Réveillon;p710
Q1508360;Tonypandy Riots;p710
Q838065;Wuhan incident;labels
Q130803604;Skuteč strike;p710
Q104853155;2020 American athlete strikes;labels
Q134282959;El Teniente strike;p710
Q685746;Tragédia de Port Said;p710
Q134286893;Birmingham bin strike;labels
Q780058;Riot of Rostock-Lichtenhagen;p710
Q836310;Hong Kong 1967 leftist riots;labels
Q105800263;Escândalo de Berna;p710
Q109424680;La Polar Case;p710
Q83368968;Tsai Ing-wen dissertation gate;p710
Q587151;Invasões Britânicas;labels
Q1184566;Invasões do Afeganistão;p710
Q85790366;Ohio State University abuse scandal;p710
Q60847313;Virus operation;labels
Q106777831;Arenc affair;p710
Q2342042;Campanha de Maryland;p710
Q901714;Invasão normanda na Irlanda;labels
Q592550;Invasão britânica do Tibete;labels
Q56249409;Odebrecht case in Venezuela;p710
Q106091686;Duhamel scandal in France;labels
Q96379887;Great Potosi Mint Fraud of 1649;p710
Q104704398;FAVAG-Skandal;p710
Q717373;Invasão japonesa de Taiwan;labels
Q703655;Invasão Toi;p710
Q61101216;2016年韓国プロ野球八百長事件;p710
Q108308869;Saint Boy controversy;p710
Q107063368;Catholic Church sexual abuse scandals in Germany;p710
Q65047801;Escândalos do Priorado de Littlemore;p710
Q98582314;Oireachtas Golf Society Scandal;p710
Q60995769;WorldCom scandal;labels
Q109011888;affaire Cissey-Kaulla;p710
Q105415298;OpenLux;p710
Q106967145;Department of Health autism dossiers scandal;p710
Q2177009;Invasão russa da Manchúria;p710
Q105467036;Zheng Shuang surrogacy and child abandonment scandal;labels
Q74137021;Investigação de manipulação de voto da Mnet;labels
Q55612594;Ghana Football Association cash gift scandal;p710
Q109643271;Colusión de supermercados en Chile;p710
Q105728713;Tohokushinsha Film and Ministry of Internal Affairs and Communications scandal;p710
Q1134220;Invasão Mongol na Rússia;p710
Q2583734;Invasão indonésia de Timor-Leste;labels
Q105759001;affaire de la fuite de données de santé de laboratoires français;p710
Q102406411;Béla Kun affair;p710
Q856650;Invasão do Kuwait;p710
Q55612601;Ghanaian Police Recruitment Scam;p710
Q1200928;Ocupação japonesa da Tailândia;labels
Q701121;Ōei Invasion;p710
Q60996310;文部科學省汚職事件;p710
Q55647838;Ghana SSNIT software scandal;p710
Q58338711;Caso Balda;p710
Q99593199;Serviteurs de l'Etat;p710
Q65952774;Munch Affair;p710
Q109424705;Arcane Group;p710
Q703942;Invasão japonesa de Taiwan;labels
Q104901709;Dominic Cummings scandal;labels
Q83264747;Luanda Leaks;labels
Q104662031;Trump–Raffensperger scandal;labels
Q109011890;affaire de la barge Tremblay;p710
Q56313757;affaire Petrocaribe;p710
Q107352355;Descobertas de cemitérios de indígenas em escolas canadenses;p710
Q109368601;宮崎早野論文問題;p710
Q660843;Invasão de Anjouan de 2008;p710
Q97162196;Ñeñepolítica;p710
Q60748622;Danske Bank money laundering scandal;labels
Q107805355;1994 Malaysian football scandal;p710
Q698421;Invasão italiana do Egito;labels
Q64590845;Disputes about the military cemetery in Valea Uzului;p710
Q61781876;Preynat child abuse affair;labels
Q105682060;New York COVID-19 nursing home scandal;labels
Q81934426;Houston Astros sign stealing scandal;p710
Q109424698;Diaper price collusion in Chile;p710
Q65266908;広島中央署8572万円盗難事件;p710
Q60504015;Affaire de Tarnac;labels
Q106762940;Eoghan Harris Twitter scandal;labels
Q108060300;Aubrey de Grey sexual harassment allegations;labels
Q109643200;Cartel del Fuego;p710
Q107122277;Astongate;p710
Q92231659;Alegação de agressão sexual de Joe Biden;labels
Q2888837;Batalha da Grécia;labels
Q97929131;Li Mei-jhen plagiarism scandal;p710
Q1414384;Invasão húngara da Ucrânia dos Cárpatos;p710
Q55649163;Somerfin affair;labels
Q714644;Invasão italiana da Albânia;p710
Q85863871;illegal trade of discarded disk of Kanagawa Prefectural Government;labels
Q2748786;Invasion of Val d'Aran;labels
Q107296488;Caso Cochinilla;p710
Q1017959;Lü Meng's invasion of Jing Province;p710
Q100742153;日本学術会議の任命拒否;p710
Q708580;Batalha de Salamanca;labels
Q1429256;Guerra da Liga de Cognac;labels
Q700572;Batalha de Attu;labels
Q1418062;Fourth Syrian War;p17
Q708217;Batalha de Narvik;labels
Q1455917;Invasão muçulmana da Península Ibérica;p17
Q699093;Ruhr Pocket;labels
Q702449;Battle of Bataan;labels
Q704762;Batalha de Klissow;labels
Q704785;Campanha em Bougainville;labels
Q1495944;Guerra polaco-lituana;p17
Q700874;Battle of Bileća;p17
Q699665;Batalha de Dürenstein;labels
Q700710;Battle of Villers-Bocage;labels
Q1450532;Guerra Franco-Turca;p17
Q705409;Battle of Helsingborg;labels
Q1474893;Guerra de Cleómenes;labels
Q700880;Battle of Dubravnica;p17
Q703962;Batalha de Luzon;labels
Q700218;Battle of Kagul;p17
Q1456170;Burmese–Siamese War of 1583-1593;p17
Q708088;Batalha da Corunha;labels
Q708574;Battle of Stadtlohn;labels
Q701094;Cerco de Cândia;labels
Q703523;Batalha de Capo Colonna;labels
Q704921;Batalha de Tanga;p17
Q700705;Batalha de Saipan;labels
Q1426479;Siamese-Cambodian War of 1603;p17
Q701335;Batalha de Sisak;p17
Q703363;Batalha de Frankenhausen;labels
Q1441223;Siamese-Burmese War of 1613–1618;p17
Q1420115;Guerra Russo-Persa;p17
Q704248;Battle of Thermopylae;labels
Q1413732;Conflito na Caxemira;labels
Q699475;Batalha das Esporas;labels
Q698045;Saque de Magdeburgo;p17
Q703436;Batalha de Rain;labels
Q700866;Batalha de Grocka;p17
Q698706;Segunda Batalha do Kosovo;labels
Q1456086;Guerra dos Nez-Percés;p17
Q705936;Batalha de Quatre Bras;labels
Q1434602;Guerra Líbia-Egito;p17
Q706755;Batalha de Forte Washington;labels
Q1432300;War of Agis;p17
Q699897;Batalha de Guam;labels
Q707238;Batalha de Imphal;p17
Q699669;Batalha das Ilhas de Santa Cruz;p17
Q86669104;Tunisian-Algerian War of 1694;p17
Q65052293;Parthian–Greco Bactrian War;p17
Q96620627;Gothic War in Spain of 416-418;p17
Q64019384;Fulbe War;p17
Q67174853;First Spanish Hispaniola War;p17
Q77458574;Ottoman Invasion of Persia;p17
Q86681879;Genoese-Theodorite War;p17
Q92987578;Mongol campaign against the Nizaris;labels
Q86671214;Tunisian-Algerian War of 1756;p17
Q65159720;Поход Руси на Волжскую Булгарию;p17
Q85760625;Fatimid conquest of Egypt;p17
Q85993960;Second War of Konavle;p17
Q55600802;Guerra de fronteira etíope-somali de 1964;p17
Q86675526;Argos and Nafplio War;p17
Q60745019;Dardanian-Bastarnae War;p17
Q55612563;Georgian-Ayyubid Wars;p17
Q56318126;Castilian-Aragonese War of 1429-1430;p17
Q55633531;Souliote War;p17
Q96749450;Suebi-Vandal War;p17
Q86669223;Tunisian-Algerian War of 1705;p17
Q86669074;Tunisian-Algerian War of 1700;p17
Q56476739;Seven Day War;labels
Q56280276;Barra War;p17
Q65165803;Primeira Guerra Luso-Ovimbundo;p17
Q55630237;Pompeian–Parthian Invasion of 40 BCE;labels
Q96177307;Mongol conquest of Eastern Xia;labels
Q86670059;Tunisian-Algerian War of 1735;p17
Q65129936;Franco-Visigothic War of 494–502;p17
Q86668908;Tunisian-Algerian War of 1628;p17
Q107278401;Transport workers' strike 1982;labels
Q7784850;Third Fernandine War;p17
Q7447941;Seleucid–Mauryan War;p17
Q6932168;Mughal–Safavid War;p17
Q7134668;Paraguay campaign;p17
Q6744162;Mallian Campaign;p17
Q6428897;Guerra Konbaung-Hanthawaddy;p17
Q7382025;Russian conquest of Bukhara;p17
Q108894580;1986–1987 John Deere-UAW labor dispute;p17
Q7125242;Paiute War;p17
Q6861027;Guerra Aqueia;p17
Q7970684;Warri Crisis;labels
Q16932264;South Sulawesi expedition;p17
Q6414591;Harb al-fijar;p17
Q7210108;Polish–Swedish War of 1621–25;p17
Q7564494;Souliote War;p17
Q7443152;Segunda Guerra Carib;p17
Q7443317;Second Genoese–Savoyard War;p17
Q108910275;Greve dos controladores de tráfego aéreo de 1981;p17
Q16931483;Mughal–Safavid War;p17
