conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window
Q333023;Captura Teutônica de Danzig;Q201615;Dinastia Piast;1308-11-21T00:00:00Z;Q198;all
Q654006;Segunda Guerra do Norte;Q170072;República das Sete Províncias Unidas dos Países Baixos;1655-01-01T00:00:00Z;Q198;all
Q1382989;Rogue River Wars;Q27230043;Rogue River Indians;1855-10-08T00:00:00Z;Q198;all
Q635533;Guerra do Camboja (1979–1989);Q330988;Kampuchea Democrático;1989-09-26T00:00:00Z;Q198;all
Q318250;Guerra de Ogaden;Q241;Cuba;1977-07-12T00:00:00Z;Q198;all
Q152218;Guerra dos Nove Anos;Q70972;Reino da França;1688-09-27T00:00:00Z;Q198;all
Q123070;Guerra Russo-Turca;Q871792;Grécia otomana;1701-01-01T00:00:00Z;Q198;all
Q654006;Segunda Guerra do Norte;Q172107;República das Duas Nações;1655-01-01T00:00:00Z;Q198;all
Q127751;Guerra das Duas Rosas;Q133028;Ricardo III de Inglaterra;1500-01-01T00:00:00Z;Q198;all
Q1262084;Guerra Civil do Djibouti;Q977;Djibouti;1994-12-26T00:00:00Z;Q198;all
Q166001;Guerra da Escânia;Q157367;Brandemburgo-Prússia;1700-01-01T00:00:00Z;Q198;all
Q168442;Guerra Anglo-Espanhola de 1625–1630;Q179876;Reino da Inglaterra;1625-01-01T00:00:00Z;Q198;all
Q168442;Guerra Anglo-Espanhola de 1625–1630;Q6300387;João Manuel Peres de Gusmão, 8.º Duque de Medina Sidónia;1625-01-01T00:00:00Z;Q198;all
Q404517;Guerra de Kargil;Q843;Paquistão;1999-01-01T00:00:00Z;Q198;all
Q635533;Guerra do Camboja (1979–1989);Q869;Tailândia;1989-09-26T00:00:00Z;Q198;all
Q129864;Revolta dos Sipais;Q1557792;Gwalior State;1857-01-01T00:00:00Z;Q198;all
Q190758;Conflito de Darfur;Q24911485;Sudanese Awakening Revolutionary Council;2003-02-26T00:00:00Z;Q198;all
Q168556;Guerra de Esmalcalda;Q32500;Carlos I de Espanha;1546-07-20T00:00:00Z;Q198;all
Q168442;Guerra Anglo-Espanhola de 1625–1630;Q2701696;Robert Devereux, 3.º Conde de Essex;1625-01-01T00:00:00Z;Q198;all
Q168442;Guerra Anglo-Espanhola de 1625–1630;Q79972;Jaime I de Inglaterra;1625-01-01T00:00:00Z;Q198;all
Q152218;Guerra dos Nove Anos;Q577559;Grande Aliança;1688-09-27T00:00:00Z;Q198;all
Q168442;Guerra Anglo-Espanhola de 1625–1630;Q5429291;Fadrique de Toledo Osório;1625-01-01T00:00:00Z;Q198;all
Q129864;Revolta dos Sipais;Q20096130;Dhir Shumsher Rana;1857-01-01T00:00:00Z;Q198;all
Q638587;Guerra Russo-Turca;Q34266;Império Russo;1739-10-03T00:00:00Z;Q198;all
Q318250;Guerra de Ogaden;Q15180;União Soviética;1977-07-12T00:00:00Z;Q198;all
Q654006;Segunda Guerra do Norte;Q655621;Principado da Transilvânia;1655-01-01T00:00:00Z;Q198;all
Q657055;Guerra Greco-Turca;Q12560;Império Otomano;1897-01-01T00:00:00Z;Q198;all
Q807741;Guerras Berberes;Q1129036;Dinastia Alaoui;1805-07-18T00:00:00Z;Q198;all
Q879980;Guerra de Black Hawk;Q2447438;Menominee;1832-08-27T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q655621;Principado da Transilvânia;1593-01-01T00:00:00Z;Q198;all
Q717809;Guerra das planícies centrais;Q365894;Feng Yuxiang;1929-09-01T00:00:00Z;Q198;all
Q186284;Guerra Polaco-Soviética;Q76236;República Socialista Soviética Lituano-Bielorrussa;1920-10-18T00:00:00Z;Q198;all
Q569485;Revolta dos Cavaleiros;Q77107;Ulrich von Hutten;1520-01-01T00:00:00Z;Q198;all
Q741777;Guerra de Mutina;Q1747689;Roma Antiga;-0042-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q1459585;Tehrik-i-Taliban Pakistan;2004-01-01T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q209065;Reino da Grécia;1941-01-01T00:00:00Z;Q198;all
Q569485;Revolta dos Cavaleiros;Q169319;Filipe I de Hesse;1520-01-01T00:00:00Z;Q198;all
Q916495;Segunda Guerra Anglo-Holandesa;Q179876;Reino da Inglaterra;1665-01-01T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q349287;Imperador Sutoku;1156-08-05T00:00:00Z;Q198;all
Q1069736;Guerra Croata-Bosníaca;Q1274468;República da Bósnia e Herzegovina;1992-10-18T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q623573;Reino da Croácia;1593-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q35;Dinamarca;1998-02-01T00:00:00Z;Q198;all
Q569485;Revolta dos Cavaleiros;Q12548;Sacro Império Romano-Germânico;1520-01-01T00:00:00Z;Q198;all
Q1064335;Guerra do Porco;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1859-01-01T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q35;Dinamarca;1411-02-10T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q534894;Duchy of Oleśnica;1411-02-10T00:00:00Z;Q198;all
Q916495;Segunda Guerra Anglo-Holandesa;Q62651;Reino da Dinamarca e Noruega;1665-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q1076173;Cossacos zaporojianos;1593-01-01T00:00:00Z;Q198;all
Q186284;Guerra Polaco-Soviética;Q133356;República Socialista Soviética Ucraniana;1920-10-18T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q55;Países Baixos;1998-02-01T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q718947;Fujiwara no Yorinaga;1156-08-05T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q600093;Espanha dos Habsburgo;1570-07-07T00:00:00Z;Q198;all
Q186284;Guerra Polaco-Soviética;Q24948646;Polish Socialistic Soviet Republic;1920-10-18T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q274564;Inter-Services Intelligence;2004-01-01T00:00:00Z;Q198;all
Q122962941;guerra Israel–Hamas;Q38799;Hamas;2020-01-01T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q698215;Liga Santa;1570-07-07T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q154849;Grão-Ducado da Toscana;1570-07-07T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q145;Reino Unido;1941-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q426025;Ducado de Saboia;1593-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q426575;Ordem de Santo Estêvão;1593-01-01T00:00:00Z;Q198;all
Q179975;Guerra Civil Chinesa;Q17427;Partido Comunista da China;1946-03-31T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q145;Reino Unido;2004-01-01T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q1649871;Reino da Polónia;1411-02-10T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q49683;Grão-Ducado da Lituânia;1411-02-10T00:00:00Z;Q198;all
Q122962941;guerra Israel–Hamas;Q41053;Hizbollah;2020-01-01T00:00:00Z;Q198;all
Q916495;Segunda Guerra Anglo-Holandesa;Q70972;Reino da França;1665-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q11223;Força Aérea dos Estados Unidos;2004-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q837906;Forças Armadas do Paquistão;2004-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q253094;Hungria Real;1593-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q693570;Ducado de Ferrara;1593-01-01T00:00:00Z;Q198;all
Q569485;Revolta dos Cavaleiros;Q62954;Luís V, Eleitor Palatino;1520-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q34490;al-Qaeda;2004-01-01T00:00:00Z;Q198;all
Q569485;Revolta dos Cavaleiros;Q143108;Franz von Sickingen;1520-01-01T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q7318;Alemanha Nazi;1941-01-01T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q281833;Taira no Kiyomori;1156-08-05T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q2594990;Domínio da Nova Zelândia;1941-01-01T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q172579;Reino da Itália;1941-01-01T00:00:00Z;Q198;all
Q121775294;First Scutari-Berat War;Q3853875;Ioannina Eyalet;1775-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q2429253;Estado Islâmico;2004-01-01T00:00:00Z;Q198;all
Q717809;Guerra das planícies centrais;Q20297;Li Zongren;1929-09-01T00:00:00Z;Q198;all
Q185407;La Violencia;Q939021;Partido Liberal Colombiano;1949-04-09T00:00:00Z;Q198;all
Q122962941;guerra Israel–Hamas;Q3042087;Houthis;2020-01-01T00:00:00Z;Q198;all
Q916495;Segunda Guerra Anglo-Holandesa;Q697254;Principado-Bispado de Münster;1665-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q193366;Exército de Libertação do Kosovo;1998-02-01T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q408;Austrália;1941-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q154849;Grão-Ducado da Toscana;1593-01-01T00:00:00Z;Q198;all
Q122962941;guerra Israel–Hamas;Q58967;Forças de Defesa de Israel;2020-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q30;Estados Unidos;1998-02-01T00:00:00Z;Q198;all
Q1064335;Guerra do Porco;Q30;Estados Unidos;1859-01-01T00:00:00Z;Q198;all
Q123171269;Akure–Benin War;Q4701969;Akure Kingdom;1818-01-01T00:00:00Z;Q198;all
Q122962941;guerra Israel–Hamas;Q117907;Movimento da Jihad Islâmica na Palestina;2020-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q208169;República de Ragusa;1593-01-01T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q170174;Estados Papais;1570-07-07T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q12560;Império Otomano;1570-07-07T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q696640;Ducado da Pomerânia;1411-02-10T00:00:00Z;Q198;all
Q121775294;First Scutari-Berat War;Q7141954;Pashalik of Scutari;1775-01-01T00:00:00Z;Q198;all
Q185407;La Violencia;Q5589197;Governo da Colômbia;1949-04-09T00:00:00Z;Q198;all
Q186284;Guerra Polaco-Soviética;Q2184;República Socialista Federativa Soviética Russa;1920-10-18T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q532301;Minamoto no Yoshitomo;1156-08-05T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q173065;Reino de Nápoles;1570-07-07T00:00:00Z;Q198;all
Q179975;Guerra Civil Chinesa;Q31113;Kuomintang;1946-03-31T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q307540;Abd al-Ilah;1941-01-01T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q174306;República de Gênova;1570-07-07T00:00:00Z;Q198;all
Q186284;Guerra Polaco-Soviética;Q2895;República Socialista Soviética Bielorrussa;1920-10-18T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q160440;Canato da Crimeia;1593-01-01T00:00:00Z;Q198;all
Q741777;Guerra de Mutina;Q51673;Marco António;-0042-01-01T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q649202;Ducado de Urbino;1570-07-07T00:00:00Z;Q198;all
Q122962941;guerra Israel–Hamas;Q2609135;Forças Armadas do Irã;2020-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q1674170;Movimento Islâmico do Turquestão Oriental;2004-01-01T00:00:00Z;Q198;all
Q1069736;Guerra Croata-Bosníaca;Q224;Croácia;1992-10-18T00:00:00Z;Q198;all
Q1069736;Guerra Croata-Bosníaca;Q334731;República Croata da Herzeg-Bósnia;1992-10-18T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q3186738;Jundallah;2004-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q10957559;Principado da Moldávia;1593-01-01T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q156020;Estado da Ordem Teutónica;1411-02-10T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q2746169;Lashkar-e-Jhangvi;2004-01-01T00:00:00Z;Q198;all
Q717809;Guerra das planícies centrais;Q16574;Chiang Kai-shek;1929-09-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q843;Paquistão;2004-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q45;Portugal;1998-02-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q20;Noruega;1998-02-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q183;Alemanha;1998-02-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q1153261;Uprising in Banat;1593-01-01T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q4948;República de Veneza;1570-07-07T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q16;Canadá;1998-02-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q29;Espanha;1998-02-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q142;França;1998-02-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q38;Itália;1998-02-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q631210;Horda Nogai;1593-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q222;Albânia;1998-02-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q21070585;Estado Islâmico de Coraçone;2004-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q170174;Estados Papais;1593-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q145;Reino Unido;1998-02-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q12548;Sacro Império Romano-Germânico;1593-01-01T00:00:00Z;Q198;all
Q696848;Guerra Anglo-Iraquiana;Q149805;Reino do Iraque;1941-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q12560;Império Otomano;1593-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q189;Islândia;1998-02-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q690419;Tehreek-e-Nafaz-e-Shariat-e-Mohammadi;2004-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q766501;Ducado de Mântua;1593-01-01T00:00:00Z;Q198;all
Q690361;Grande Guerra;Q171393;Valáquia;1593-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q31;Bélgica;1998-02-01T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q317984;Imperador Go-Shirakawa;1156-08-05T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q2821724;Abu Bakr al-Baghdadi;2004-01-01T00:00:00Z;Q198;all
Q937255;Guerra Polaco-Lituana-Teutônica;Q2458532;Terra Mariana;1411-02-10T00:00:00Z;Q198;all
Q916495;Segunda Guerra Anglo-Holandesa;Q170072;República das Sete Províncias Unidas dos Países Baixos;1665-01-01T00:00:00Z;Q198;all
Q186284;Guerra Polaco-Soviética;Q207272;Segunda República Polonesa;1920-10-18T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q18711585;Jamaat-ul-Ahrar;2004-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q838261;República Federal da Jugoslávia;1998-02-01T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q187549;Ordem de São João;1570-07-07T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q426025;Ducado de Saboia;1570-07-07T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q30;Estados Unidos;2004-01-01T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q1354407;Fujiwara no Tadamichi;1156-08-05T00:00:00Z;Q198;all
Q961430;Guerra Otomana-Veneziana (1570-1573);Q188586;Reino da Sicília;1570-07-07T00:00:00Z;Q198;all
Q717809;Guerra das planícies centrais;Q699698;Yan Xishan;1929-09-01T00:00:00Z;Q198;all
Q118315842;Vai War;Q2554877;Sigave;1839-08-10T00:00:00Z;Q198;all
Q185407;La Violencia;Q747333;Partido Conservador Colombiano;1949-04-09T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q32;Luxemburgo;1998-02-01T00:00:00Z;Q198;all
Q743768;A Anarquia;Q179876;Reino da Inglaterra;1135-12-29T00:00:00Z;Q198;all
Q121775294;First Scutari-Berat War;Q16254311;Pashalik of Berat;1775-01-01T00:00:00Z;Q198;all
Q123171269;Akure–Benin War;Q171203;Império do Benim;1818-01-01T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q4366828;Federal Constabulary;2004-01-01T00:00:00Z;Q198;all
Q118315842;Vai War;Q2734700;Alo;1839-08-10T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q1806585;Lashkar-e-Islam;2004-01-01T00:00:00Z;Q198;all
Q569485;Revolta dos Cavaleiros;Q91308;Richard von Greiffenklau;1520-01-01T00:00:00Z;Q198;all
Q842357;Rebelião Hōgen;Q1381638;Minamoto no Tameyoshi;1156-08-05T00:00:00Z;Q198;all
Q179275;Guerra no Noroeste do Paquistão;Q973179;Movimento Islâmico do Uzbequistão;2004-01-01T00:00:00Z;Q198;all
Q190029;Guerra do Kosovo;Q43;Turquia;1998-02-01T00:00:00Z;Q198;all
Q916495;Segunda Guerra Anglo-Holandesa;Q230791;Reino da Escócia;1665-01-01T00:00:00Z;Q198;all
Q957532;Third Carlist War;Q679189;Carlismo;1872-04-21T00:00:00Z;Q198;all
Q1021172;Guerra Civil na República do Congo;Q971;República do Congo;1999-12-29T00:00:00Z;Q198;all
Q1500631;Guerra peruano-equatoriana;Q419;Peru;1942-01-31T00:00:00Z;Q198;all
Q2001528;Nepalese-Tibetan War;Q2444884;Tibete;1855-04-01T00:00:00Z;Q198;all
Q126307825;Cajamarca–Inca War;Q28573;Império Inca;1452-01-01T00:00:00Z;Q198;all
Q135557638;Pyatigorsk War;Q1408764;Circássia;1492-01-01T00:00:00Z;Q198;all
Q1021160;Guerra civil dos Armagnacs e Borguinhões;Q301905;Armagnacs;1435-09-30T00:00:00Z;Q198;all
Q126895344;War in Brda;Q16086793;Sérvia Revolucionária;1805-01-01T00:00:00Z;Q198;all
Q125293062;German–Danish War of 974;Q12548;Sacro Império Romano-Germânico;0974-01-01T00:00:00Z;Q198;all
Q1672808;Guerras confederadas irlandesas;Q1407718;Irlanda Confederada;1653-01-01T00:00:00Z;Q198;all
Q2350166;Guerra de Canudos;Q611890;Antônio Conselheiro;1897-10-02T00:00:00Z;Q198;all
Q1372308;Guerra Jōkyū;Q316658;Imperador Go-Toba;1221-01-01T00:00:00Z;Q198;all
Q134740262;Aboh-Anam War;Q134590081;Kingdom of Aboh;1870-01-01T00:00:00Z;Q198;all
Q2461485;Guerra Civil do Iêmen de 1994;Q2555542;Ali Salim al-Beidh;1994-07-07T00:00:00Z;Q198;all
Q132068862;Epirote-Macedonian War;Q83958;Macedónia Antiga;-0288-01-01T00:00:00Z;Q198;all
Q124616011;Battle of Vinh;Q2738088;Vietnamese National Army;1946-12-19T00:00:00Z;Q198;all
Q1672808;Guerras confederadas irlandesas;Q2284765;cavaliers;1653-01-01T00:00:00Z;Q198;all
Q1021172;Guerra Civil na República do Congo;Q1037;Ruanda;1999-12-29T00:00:00Z;Q198;all
Q127798437;Willem Leyel's War on Golconda;Q912382;Índia Dinamarquesa;1645-01-01T00:00:00Z;Q198;all
Q125120594;Vandal War (422);Q178054;Alanos;0422-01-01T00:00:00Z;Q198;all
Q123920315;Gothic War in Spain of 456;Q13590051;Reino dos Burgúndios;0456-01-01T00:00:00Z;Q198;all
Q134900605;guerra Israel-Irã;Q794;Irão;2025-06-01T00:00:00Z;Q198;all
Q131686578;Dardanian-Celtic War;Q35966;celtas;-0278-01-01T00:00:00Z;Q198;all
Q132068862;Epirote-Macedonian War;Q11266977;Epirus;-0288-01-01T00:00:00Z;Q198;all
Q131618880;Q131618880;Q282428;Sultanato Mameluco do Cairo;1409-01-01T00:00:00Z;Q198;all
Q130415642;Guerra Israel–Hezbollah (2024);Q41053;Hizbollah;2020-01-01T00:00:00Z;Q198;all
Q126307825;Cajamarca–Inca War;Q581741;Reino de Chimú;1452-01-01T00:00:00Z;Q198;all
Q123602725;Shunga-Greek War;Q488880;Reino Greco-Báctrio;-0200-01-01T00:00:00Z;Q198;all
Q135557638;Pyatigorsk War;Q2341105;Grande Horda;1492-01-01T00:00:00Z;Q198;all
Q3119017;Guerra Civil de Uganda;Q376073;Tito Okello;1980-10-06T00:00:00Z;Q198;all
Q135097070;Franco-Roman War of 486;Q1247508;Reino de Soissons;0486-01-01T00:00:00Z;Q198;all
Q3119017;Guerra Civil de Uganda;Q210069;Milton Obote;1980-10-06T00:00:00Z;Q198;all
Q1500631;Guerra peruano-equatoriana;Q736;Equador;1942-01-31T00:00:00Z;Q198;all
Q127604703;Mughal-Safavid War of 1638;Q18234383;Império Safávida;1638-01-01T00:00:00Z;Q198;all
Q2073517;Guerra contra Nábis;Q83958;Macedónia Antiga;-0194-01-01T00:00:00Z;Q198;all
Q1891008;Guerra das Areias;Q142;França;1963-10-01T00:00:00Z;Q198;all
Q1672808;Guerras confederadas irlandesas;Q1130553;cabeças Redondas;1653-01-01T00:00:00Z;Q198;all
Q2461485;Guerra Civil do Iêmen de 1994;Q2119459;República Democrática do Iémen;1994-07-07T00:00:00Z;Q198;all
Q2334699;Campanha parta de Marco Antônio;Q17167;República Romana;-0035-01-01T00:00:00Z;Q198;all
Q131198519;Sino-Kannauj War;Q9683;Dinastia Tang;0649-01-01T00:00:00Z;Q198;all
Q126307825;Cajamarca–Inca War;Q5794450;Cultura Cajamarca;1452-01-01T00:00:00Z;Q198;all
Q2350166;Guerra de Canudos;Q217230;Império do Brasil;1897-10-02T00:00:00Z;Q198;all
Q135557638;Pyatigorsk War;Q160440;Canato da Crimeia;1492-01-01T00:00:00Z;Q198;all
Q131618880;Q131618880;Q4121369;Xarifado de Meca;1409-01-01T00:00:00Z;Q198;all
Q1851858;Dakota War of 1862;Q30;Estados Unidos;1862-01-01T00:00:00Z;Q198;all
Q1780850;Campanha contra a Noruega;Q2597352;Reino da Noruega;1814-01-01T00:00:00Z;Q198;all
Q126489275;Magadha–Kosala War;Q756854;Kosala;-0500-01-01T00:00:00Z;Q198;all
Q3119017;Guerra Civil de Uganda;Q57274;Yoweri Museveni;1980-10-06T00:00:00Z;Q198;all
Q134740262;Aboh-Anam War;Q25203343;Anam;1870-01-01T00:00:00Z;Q198;all
Q123920315;Gothic War in Spain of 456;Q799867;Bagaudas;0456-01-01T00:00:00Z;Q198;all
Q125753108;Huanca–Inca War;Q28573;Império Inca;1451-01-01T00:00:00Z;Q198;all
Q1891008;Guerra das Areias;Q241;Cuba;1963-10-01T00:00:00Z;Q198;all
Q2350166;Guerra de Canudos;Q2540029;polícias militares do Brasil;1897-10-02T00:00:00Z;Q198;all
Q130415642;Guerra Israel–Hezbollah (2024);Q58967;Forças de Defesa de Israel;2020-01-01T00:00:00Z;Q198;all
Q2073517;Guerra contra Nábis;Q18986;Pérgamo;-0194-01-01T00:00:00Z;Q198;all
Q1520241;Yamasee War;Q7420117;Santee tribe;1715-04-14T00:00:00Z;Q198;all
Q3119017;Guerra Civil de Uganda;Q1967703;Exército de Resistência Nacional;1980-10-06T00:00:00Z;Q198;all
Q1021160;Guerra civil dos Armagnacs e Borguinhões;Q970470;Borguinhões;1435-09-30T00:00:00Z;Q198;all
Q135097070;Franco-Roman War of 486;Q43482;Francos;0486-01-01T00:00:00Z;Q198;all
Q2280714;Burmese–Siamese War of 1594–1605;Q841364;Reino de Ayutthaya;1600-05-01T00:00:00Z;Q198;all
Q2379101;Guerra civil no Mandato da Palestina;Q1356549;Yishuv;1940-01-01T00:00:00Z;Q198;all
Q2379101;Guerra civil no Mandato da Palestina;Q681182;Army of the Holy War;1940-01-01T00:00:00Z;Q198;all
Q957532;Third Carlist War;Q497777;Primeira República Espanhola;1872-04-21T00:00:00Z;Q198;all
Q1891008;Guerra das Areias;Q1028;Marrocos;1963-10-01T00:00:00Z;Q198;all
Q1891008;Guerra das Areias;Q79;Egito;1963-10-01T00:00:00Z;Q198;all
Q2073517;Guerra contra Nábis;Q5690;Esparta;-0194-01-01T00:00:00Z;Q198;all
Q125293062;German–Danish War of 974;Q2196956;Reino da Noruega (872-1397);0974-01-01T00:00:00Z;Q198;all
Q2379101;Guerra civil no Mandato da Palestina;Q252054;Haganá;1940-01-01T00:00:00Z;Q198;all
Q957532;Third Carlist War;Q3816138;Revolução de Cádiz;1872-04-21T00:00:00Z;Q198;all
Q2073517;Guerra contra Nábis;Q43048;Rodes;-0194-01-01T00:00:00Z;Q198;all
Q131618880;Q131618880;Q238384;Ghamd;1409-01-01T00:00:00Z;Q198;all
Q125631841;Gothic War of 430;Q23693;Visigodos;0430-01-01T00:00:00Z;Q198;all
Q124616011;Battle of Vinh;Q477986;Forças Armadas Francesas;1946-12-19T00:00:00Z;Q198;all
Q131618880;Q131618880;Q239702;Zahran tribe;1409-01-01T00:00:00Z;Q198;all
Q1780850;Campanha contra a Noruega;Q34;Suécia;1814-01-01T00:00:00Z;Q198;all
Q123602725;Shunga-Greek War;Q651377;Império Sunga;-0200-01-01T00:00:00Z;Q198;all
Q1676845;Guerra dos Bôeres;Q550374;República Sul-Africana;1899-10-11T00:00:00Z;Q198;all
Q2280714;Burmese–Siamese War of 1594–1605;Q519718;Dinastia Taungû;1600-05-01T00:00:00Z;Q198;all
Q1891008;Guerra das Areias;Q262;Argélia;1963-10-01T00:00:00Z;Q198;all
Q126489275;Magadha–Kosala War;Q234009;Magadha;-0500-01-01T00:00:00Z;Q198;all
Q1049945;Levantes jacobitas;Q212983;jacobitismo;1746-04-20T00:00:00Z;Q198;all
Q124616011;Battle of Vinh;Q142;França;1946-12-19T00:00:00Z;Q198;all
Q1049945;Levantes jacobitas;Q161885;Reino da Grã-Bretanha;1746-04-20T00:00:00Z;Q198;all
Q123741141;Tunisian-Algerian War of 1813;Q4899891;Beylik of Tunis;1813-01-01T00:00:00Z;Q198;all
Q125631841;Gothic War of 430;Q42834;Império Romano do Ocidente;0430-01-01T00:00:00Z;Q198;all
Q1949299;Russo-Kazan Wars;Q170770;Grão-Principado de Moscou;1439-01-01T00:00:00Z;Q198;all
Q2073517;Guerra contra Nábis;Q13533353;Argos;-0194-01-01T00:00:00Z;Q198;all
Q126946513;Crimean-Circassian War;Q160440;Canato da Crimeia;1569-01-01T00:00:00Z;Q198;all
Q123920315;Gothic War in Spain of 456;Q23693;Visigodos;0456-01-01T00:00:00Z;Q198;all
Q131198519;Sino-Kannauj War;Q127797738;Kingdom of Kannauj;0649-01-01T00:00:00Z;Q198;all
