conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window;mapped_country_qid;mapped_iso3
Q4087397;Battle of Piatka;Q1076173;Cossacos zaporojianos;1593-02-02T00:00:00Z;Q645883;all
Q4087407;Batalha de Adramício;Q178897;Império Latino;1205-03-26T00:00:00Z;Q645883;all
Q4087400;Battle of Slobodyshche;Q160440;Canato da Crimeia;1660-10-07T00:00:00Z;Q645883;all
Q4087393;Battle of Pererîta;Q172107;República das Duas Nações;1691-09-13T00:00:00Z;Q645883;all
Q4087373;Battle of Kalyazin;Q34;Suécia;1609-08-28T00:00:00Z;Q645883;all
Q4087390;Battle of Ozerna;Q212439;Hetmanato;1655-11-20T00:00:00Z;Q645883;all
Q4087347;Battle near the Shishevsky Forest;Q269109;Principado de Riazã;1365-01-01T00:00:00Z;Q645883;all
Q4087390;Battle of Ozerna;Q160440;Canato da Crimeia;1655-11-20T00:00:00Z;Q645883;all
Q4087386;Battle of Monastyryshche;Q212439;Hetmanato;1653-03-20T00:00:00Z;Q645883;all
Q4087412;Battle of Balkh;Q486181;Império Samânida;0900-01-01T00:00:00Z;Q645883;all
Q4087375;Battle of Zhvanets;Q160440;Canato da Crimeia;1653-09-01T00:00:00Z;Q645883;all
Q4087407;Batalha de Adramício;Q181254;Império de Niceia;1205-03-26T00:00:00Z;Q645883;all
Q4087324;Battle of Tientsin;Q8733;Dinastia Qing;1900-07-13T00:00:00Z;Q645883;all
Q4087411;Battle of Balkh;Q577668;Canato de Bucara;1602-06-01T00:00:00Z;Q645883;all
Q4087382;Battle of Ładyżyn;Q12560;Império Otomano;1672-07-18T00:00:00Z;Q645883;all
Q4069868;Battle of Arpachai;Q12560;Império Otomano;1807-06-18T00:00:00Z;Q645883;all
Q4087382;Battle of Ładyżyn;Q172107;República das Duas Nações;1672-07-18T00:00:00Z;Q645883;all
Q4087337;Battle of Nezhatina Niva;Q1035516;cumanos;1078-10-09T00:00:00Z;Q645883;all
Q4087379;Battle of Kalnik;Q172107;República das Duas Nações;1671-10-21T00:00:00Z;Q645883;all
Q4087362;Battle of Bila Tserkva;Q212439;Hetmanato;1651-09-24T00:00:00Z;Q645883;all
Q4087340;Battle of Summit Springs;Q30;Estados Unidos;1869-07-11T00:00:00Z;Q645883;all
Q4087333;Battle of Beecher Island;Q30;Estados Unidos;1868-09-19T00:00:00Z;Q645883;all
Q4087362;Battle of Bila Tserkva;Q160440;Canato da Crimeia;1651-09-24T00:00:00Z;Q645883;all
Q4087361;Battle of Vitebsk (1664);Q172107;República das Duas Nações;1664-06-05T00:00:00Z;Q645883;all
Q4087337;Battle of Nezhatina Niva;Q2387381;Principado de Tmutarakan;1078-10-09T00:00:00Z;Q645883;all
Q4087414;Batalha de Beicang;Q30;Estados Unidos;1900-08-05T00:00:00Z;Q645883;all
Q4087352;Battle of Basya;Q172107;República das Duas Nações;1660-09-24T00:00:00Z;Q645883;all
Q4087400;Battle of Slobodyshche;Q172107;República das Duas Nações;1660-10-07T00:00:00Z;Q645883;all
Q4087366;Battle of Werki;Q172107;República das Duas Nações;1658-09-24T00:00:00Z;Q645883;all
Q4087389;Battle of Myadel;Q172107;República das Duas Nações;1659-02-08T00:00:00Z;Q645883;all
Q4087383;Battle of Martinići;Q7141954;Pashalik of Scutari;1796-07-02T00:00:00Z;Q645883;all
Q4087367;Battle of Vilnius;Q172107;República das Duas Nações;1655-08-08T00:00:00Z;Q645883;all
Q4087390;Battle of Ozerna;Q172107;República das Duas Nações;1655-11-20T00:00:00Z;Q645883;all
Q4087416;Batalha de Vardanacerta;Q2981019;Emirado da Arménia;0702-12-01T00:00:00Z;Q645883;all
Q4087375;Battle of Zhvanets;Q172107;República das Duas Nações;1653-09-01T00:00:00Z;Q645883;all
Q4087386;Battle of Monastyryshche;Q172107;República das Duas Nações;1653-03-20T00:00:00Z;Q645883;all
Q4087364;Battle of Rakvere;Q172107;República das Duas Nações;1603-03-05T00:00:00Z;Q645883;all
Q4087301;Battle of Wadi Musa;Q12560;Império Otomano;1917-10-23T00:00:00Z;Q645883;all
Q4087441;Batalha de Cantena;Q175121;Marco Licínio Crasso;-0070-01-01T00:00:00Z;Q645883;all
Q4087496;Battle of Rostovets;Q1483430;Principado de Kiev;1176-01-01T00:00:00Z;Q645883;all
Q4087468;Battle of Sandwich (1460);Q105278;Casa de Lencastre;1460-01-01T00:00:00Z;Q645883;all
Q4087468;Battle of Sandwich (1460);Q105285;Casa de Iorque;1460-01-01T00:00:00Z;Q645883;all
Q4087437;Battle of Ladoceia;Q310811;Cleómenes III;-0225-01-01T00:00:00Z;Q645883;all
Q4087427;Battle of Kalniškė;Q4358120;partisans lituanos;1945-05-16T00:00:00Z;Q645883;all
Q4087441;Batalha de Cantena;Q1652895;Gannicus;-0070-01-01T00:00:00Z;Q645883;all
Q4087496;Battle of Rostovets;Q1035516;cumanos;1176-01-01T00:00:00Z;Q645883;all
Q40166615;Battle of Geestbrug;Q766543;Monarquia Hispânica;1574-10-01T00:00:00Z;Q645883;all
Q4087480;Batalha de Chaul;Q282428;Sultanato Mameluco do Cairo;1508-03-01T00:00:00Z;Q645883;all
Q4087480;Batalha de Chaul;Q507796;Sultanato de Guzarate;1508-03-01T00:00:00Z;Q645883;all
Q4087480;Batalha de Chaul;Q45670;Reino de Portugal;1508-03-01T00:00:00Z;Q645883;all
Q4087456;Battle of Peonnum;Q849967;Britanos;0660-01-01T00:00:00Z;Q645883;all
Q40040586;19th Battalion Night Post Battle;Q1075553;Exército Egípcio;1967-06-08T00:00:00Z;Q645883;all
Q4087485;Battle of Cape Lopez;Q161885;Reino da Grã-Bretanha;1722-02-10T00:00:00Z;Q645883;all
Q4087495;Battle of Polytimetus;Q13405524;Macedonian Empire;-0328-01-01T00:00:00Z;Q645883;all
Q4087462;Battle of the Salnitsa river;Q1108445;Principado de Kiev;1111-04-03T00:00:00Z;Q645883;all
Q4087437;Battle of Ladoceia;Q823721;Megalópolis;-0225-01-01T00:00:00Z;Q645883;all
Q4087495;Battle of Polytimetus;Q1299584;Sogdo;-0328-01-01T00:00:00Z;Q645883;all
Q4087437;Battle of Ladoceia;Q1878636;Lidíadas de Megalópolis;-0225-01-01T00:00:00Z;Q645883;all
Q4087434;Battle of Kilsyth;Q1407718;Irlanda Confederada;1645-08-15T00:00:00Z;Q645883;all
Q4087449;Battle of Najafgarh;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1857-08-25T00:00:00Z;Q645883;all
Q4087434;Battle of Kilsyth;Q2284765;cavaliers;1645-08-15T00:00:00Z;Q645883;all
Q4087418;Battle of Mount Vesuvius;Q508238;Caio Cláudio Glabro;-0072-01-01T00:00:00Z;Q645883;all
Q4087462;Battle of the Salnitsa river;Q1035516;cumanos;1111-04-03T00:00:00Z;Q645883;all
Q4087483;Battle of Yangcun;Q30;Estados Unidos;1900-08-06T00:00:00Z;Q645883;all
Q4087474;Battle of Woosung;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1842-06-16T00:00:00Z;Q645883;all
Q4087427;Battle of Kalniškė;Q15180;União Soviética;1945-05-16T00:00:00Z;Q645883;all
Q4087434;Battle of Kilsyth;Q1138040;Covenanters;1645-08-15T00:00:00Z;Q645883;all
Q4087469;Battle of Tippermuir;Q1138040;Covenanters;1644-09-01T00:00:00Z;Q645883;all
Q40166615;Battle of Geestbrug;Q200569;holandeses;1574-10-01T00:00:00Z;Q645883;all
Q40040586;19th Battalion Night Post Battle;Q58967;Forças de Defesa de Israel;1967-06-08T00:00:00Z;Q645883;all
Q4087456;Battle of Peonnum;Q105313;Reino de Wessex;0660-01-01T00:00:00Z;Q645883;all
Q4087440;Battle of Laswari;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1803-11-01T00:00:00Z;Q645883;all
Q4087439;Batalha de Langside;Q230791;Reino da Escócia;1568-05-23T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q644943;Forças Armadas do Canadá;2002-07-01T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q275488;Forças de Autodefesa do Japão;1998-07-06T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q625657;Forças Armadas da Austrália;2000-01-01T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q11211;Forças Armadas dos Estados Unidos;2000-01-01T00:00:00Z;Q645883;all
Q41136487;RIMPAC 1996;Q275488;Forças de Autodefesa do Japão;1996-05-22T00:00:00Z;Q645883;all
Q41136647;RIMPAC 1994;Q275488;Forças de Autodefesa do Japão;1994-05-23T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q532871;Forças Armadas do Peru;2002-07-01T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q477986;Forças Armadas Francesas;2012-06-27T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q495345;Forças Armadas da Coreia do Sul;1998-07-06T00:00:00Z;Q645883;all
Q41136487;RIMPAC 1996;Q495345;Forças Armadas da Coreia do Sul;1996-05-22T00:00:00Z;Q645883;all
Q41136647;RIMPAC 1994;Q495345;Forças Armadas da Coreia do Sul;1994-05-23T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q625657;Forças Armadas da Austrália;1998-07-06T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q860704;Forças armadas do Chile;2002-07-01T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q11211;Forças Armadas dos Estados Unidos;1998-07-06T00:00:00Z;Q645883;all
Q41136487;RIMPAC 1996;Q625657;Forças Armadas da Austrália;1996-05-22T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q275482;Forças Armadas do Reino Unido;2012-06-27T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q275488;Forças de Autodefesa do Japão;2012-06-27T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q477986;Forças Armadas Francesas;2010-06-23T00:00:00Z;Q645883;all
Q41136487;RIMPAC 1996;Q11211;Forças Armadas dos Estados Unidos;1996-05-22T00:00:00Z;Q645883;all
Q41136647;RIMPAC 1994;Q625657;Forças Armadas da Austrália;1994-05-23T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q1047699;Forças armadas do México;2012-06-27T00:00:00Z;Q645883;all
Q41136647;RIMPAC 1994;Q11211;Forças Armadas dos Estados Unidos;1994-05-23T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q495345;Forças Armadas da Coreia do Sul;2012-06-27T00:00:00Z;Q645883;all
Q41136824;RIMPAC 1992;Q11211;Forças Armadas dos Estados Unidos;1992-06-19T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q644943;Forças Armadas do Canadá;2000-01-01T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q1051650;Força de Defesa da Nova Zelândia;2012-06-27T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q275488;Forças de Autodefesa do Japão;2010-06-23T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q625657;Forças Armadas da Austrália;2012-06-27T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q11211;Forças Armadas dos Estados Unidos;2012-06-27T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q495345;Forças Armadas da Coreia do Sul;2010-06-23T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q275482;Forças Armadas do Reino Unido;2008-06-27T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q275488;Forças de Autodefesa do Japão;2008-06-27T00:00:00Z;Q645883;all
Q41131065;RIMPAC 2014;Q2597333;His Majesty's Armed Forces;2014-06-26T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q644943;Forças Armadas do Canadá;1998-07-06T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q625657;Forças Armadas da Austrália;2010-06-23T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q11211;Forças Armadas dos Estados Unidos;2010-06-23T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q495345;Forças Armadas da Coreia do Sul;2008-06-27T00:00:00Z;Q645883;all
Q41136487;RIMPAC 1996;Q644943;Forças Armadas do Canadá;1996-05-22T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q860704;Forças armadas do Chile;2000-01-01T00:00:00Z;Q645883;all
Q41136647;RIMPAC 1994;Q644943;Forças Armadas do Canadá;1994-05-23T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q625657;Forças Armadas da Austrália;2008-06-27T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q11211;Forças Armadas dos Estados Unidos;2008-06-27T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q275482;Forças Armadas do Reino Unido;2006-07-01T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q275488;Forças de Autodefesa do Japão;2006-07-01T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q860704;Forças armadas do Chile;1998-07-06T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q2597333;His Majesty's Armed Forces;2012-06-27T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q644943;Forças Armadas do Canadá;2012-06-27T00:00:00Z;Q645883;all
Q41136487;RIMPAC 1996;Q860704;Forças armadas do Chile;1996-05-22T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q495345;Forças Armadas da Coreia do Sul;2006-07-01T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q917374;Forças Armadas da Noruega;2012-06-27T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q855515;Forças Armadas da Indonésia;2012-06-27T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q532871;Forças Armadas do Peru;2012-06-27T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q625657;Forças Armadas da Austrália;2006-07-01T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q644943;Forças Armadas do Canadá;2010-06-23T00:00:00Z;Q645883;all
Q41131065;RIMPAC 2014;Q1073939;Forças Armadas da Malásia;2014-06-26T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q11211;Forças Armadas dos Estados Unidos;2006-07-01T00:00:00Z;Q645883;all
Q41131065;RIMPAC 2014;Q1074568;Forças Armadas de Singapura;2014-06-26T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q860704;Forças armadas do Chile;2012-06-27T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q855515;Forças Armadas da Indonésia;2010-06-23T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q532871;Forças Armadas do Peru;2010-06-23T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q644943;Forças Armadas do Canadá;2008-06-27T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q275482;Forças Armadas do Reino Unido;2004-06-01T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q275488;Forças de Autodefesa do Japão;2004-06-01T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q532871;Forças Armadas do Peru;2008-06-27T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q860704;Forças armadas do Chile;2010-06-23T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q1073939;Forças Armadas da Malásia;2012-06-27T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q495345;Forças Armadas da Coreia do Sul;2004-06-01T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q1074568;Forças Armadas de Singapura;2012-06-27T00:00:00Z;Q645883;all
Q41131065;RIMPAC 2014;Q10990495;Forças Armadas da Colômbia;2014-06-26T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q860704;Forças armadas do Chile;2008-06-27T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q644943;Forças Armadas do Canadá;2006-07-01T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q625657;Forças Armadas da Austrália;2004-06-01T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q193159;Forças Armadas da Rússia;1998-07-06T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q11211;Forças Armadas dos Estados Unidos;2004-06-01T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q1073939;Forças Armadas da Malásia;2010-06-23T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q1074568;Forças Armadas de Singapura;2010-06-23T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q947702;Forças Armadas da Tailândia;2012-06-27T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q532871;Forças Armadas do Peru;2006-07-01T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q275482;Forças Armadas do Reino Unido;2002-07-01T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q275488;Forças de Autodefesa do Japão;2002-07-01T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q320919;Forças armadas da Índia;2012-06-27T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q1074568;Forças Armadas de Singapura;2008-06-27T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q495345;Forças Armadas da Coreia do Sul;2002-07-01T00:00:00Z;Q645883;all
Q41133142;RIMPAC 2006;Q860704;Forças armadas do Chile;2006-07-01T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q10990495;Forças Armadas da Colômbia;2012-06-27T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q438061;Forças Armadas das Filipinas;2012-06-27T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q947702;Forças Armadas da Tailândia;2010-06-23T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q327038;Forças Armadas dos Países Baixos;2012-06-27T00:00:00Z;Q645883;all
Q41136308;RIMPAC 1998;Q200106;Exército de Libertação Popular;1998-07-06T00:00:00Z;Q645883;all
Q41131735;RIMPAC 2012;Q193159;Forças Armadas da Rússia;2012-06-27T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q625657;Forças Armadas da Austrália;2002-07-01T00:00:00Z;Q645883;all
Q41134835;RIMPAC 2002;Q11211;Forças Armadas dos Estados Unidos;2002-07-01T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q10990495;Forças Armadas da Colômbia;2010-06-23T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q644943;Forças Armadas do Canadá;2004-06-01T00:00:00Z;Q645883;all
Q41132162;RIMPAC 2010;Q327038;Forças Armadas dos Países Baixos;2010-06-23T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q275482;Forças Armadas do Reino Unido;2000-01-01T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q275488;Forças de Autodefesa do Japão;2000-01-01T00:00:00Z;Q645883;all
Q41132492;RIMPAC 2008;Q327038;Forças Armadas dos Países Baixos;2008-06-27T00:00:00Z;Q645883;all
Q41135847;RIMPAC 2000;Q495345;Forças Armadas da Coreia do Sul;2000-01-01T00:00:00Z;Q645883;all
Q41134113;RIMPAC 2004;Q860704;Forças armadas do Chile;2004-06-01T00:00:00Z;Q645883;all
Q4090284;Battle of Alexander Fort;Q2184;República Socialista Federativa Soviética Russa;1919-05-21T00:00:00Z;Q645883;all
Q41061301;Exercise Talisman Sabre 2009;Q625657;Forças Armadas da Austrália;2009-07-06T00:00:00Z;Q645883;all
Q4132516;Galician Peasant Uprising of 1846;Q838811;camponês;1846-02-19T00:00:00Z;Q645883;all
Q41061301;Exercise Talisman Sabre 2009;Q11211;Forças Armadas dos Estados Unidos;2009-07-06T00:00:00Z;Q645883;all
Q4098652;Bukrin Bridgehead;Q1469561;Voronezh Front;1943-09-22T00:00:00Z;Q645883;all
Q41061309;Exercise Talisman Sabre 2011;Q625657;Forças Armadas da Austrália;2011-07-01T00:00:00Z;Q645883;all
Q41061309;Exercise Talisman Sabre 2011;Q11211;Forças Armadas dos Estados Unidos;2011-07-01T00:00:00Z;Q645883;all
Q4132831;Battle of Marv;Q577668;Canato de Bucara;1510-12-12T00:00:00Z;Q645883;all
Q41061314;Exercise Talisman Sabre 2013;Q625657;Forças Armadas da Austrália;2013-07-15T00:00:00Z;Q645883;all
Q41061314;Exercise Talisman Sabre 2013;Q11211;Forças Armadas dos Estados Unidos;2013-07-15T00:00:00Z;Q645883;all
Q41061320;Exercise Talisman Sabre 2015;Q11211;Forças Armadas dos Estados Unidos;2015-07-01T00:00:00Z;Q645883;all
Q4090308;Battle of Lyakhovo;Q544983;Denis Davydov;1812-11-09T00:00:00Z;Q645883;all
Q4090333;Sangi-Mughan Battle;Q161205;Safávidas;;Q645883;all
Q4090309;Q4090309;Q71084;Primeiro Império Francês;1805-10-15T00:00:00Z;Q645883;all
Q4090285;Battle at the Mouth of the Neva;Q34266;Império Russo;1703-05-18T00:00:00Z;Q645883;all
Q4090333;Sangi-Mughan Battle;Q193175;Stenka Razin;;Q645883;all
Q4090281;Action of 6 December 1782;Q30;Estados Unidos;1782-12-06T00:00:00Z;Q645883;all
Q4118163;Siege of Algeciras;Q756910;Ordem de Calatrava;1309-07-01T00:00:00Z;Q645883;all
Q4118163;Siege of Algeciras;Q217196;Coroa de Castela;1309-07-01T00:00:00Z;Q645883;all
Q4090284;Battle of Alexander Fort;Q104309;Movimento Branco;1919-05-21T00:00:00Z;Q645883;all
Q4093048;Bombardment of Odesa;Q34266;Império Russo;1854-04-22T00:00:00Z;Q645883;all
Q4132516;Galician Peasant Uprising of 1846;Q311995;Szlachta;1846-02-19T00:00:00Z;Q645883;all
Q4090325;Battle of Zahoriv Monastery;Q737212;Exército Insurreto Ucraniano;1943-09-08T00:00:00Z;Q645883;all
Q4120035;Safavid conquest of Shirvan;Q17526620;Estado de Xirvão;1500-12-01T00:00:00Z;Q645883;all
Q4090282;Action of 8 January 1780;Q895180;Casa de Bourbon;1780-01-08T00:00:00Z;Q645883;all
Q40888538;Conquista medo-babilônica do Império Assírio;Q20437507;Median Kingdom;-0625-01-01T00:00:00Z;Q645883;all
Q4090326;Battle of Zanzibar;Q43287;Império Alemão;1914-09-20T00:00:00Z;Q645883;all
Q4110453;Conquista de Malaca;Q46652;Sultanato de Malaca;1511-08-04T00:00:00Z;Q645883;all
Q4110458;Siege of Pärnu;Q172107;República das Duas Nações;1609-02-28T00:00:00Z;Q645883;all
Q4110449;Capture of Kyiv;Q2081844;Ryuryk Rostyslavych;1203-01-01T00:00:00Z;Q645883;all
Q4137990;Operation Giant Lance;Q2818699;92d Air Refueling Wing;1969-10-01T00:00:00Z;Q645883;all
Q4093048;Bombardment of Odesa;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1854-04-22T00:00:00Z;Q645883;all
Q4110437;Siege of Ani;Q960395;Xadádidas;1124-08-01T00:00:00Z;Q645883;all
Q40888538;Conquista medo-babilônica do Império Assírio;Q662410;XXVI dinastia egípcia;-0625-01-01T00:00:00Z;Q645883;all
Q4127978;Second Madagascar expedition;Q1071439;Reino de Madagascar;1894-12-01T00:00:00Z;Q645883;all
Q4090287;Battle of the Mona Passage;Q142;França;1782-04-19T00:00:00Z;Q645883;all
Q4110440;Sack of Barcelona;Q1233672;Condado de Barcelona;0985-07-06T00:00:00Z;Q645883;all
Q4110437;Siege of Ani;Q3708094;Império Seljúcida;1124-08-01T00:00:00Z;Q645883;all
Q4090308;Battle of Lyakhovo;Q3168944;Jean-Pierre Augereau;1812-11-09T00:00:00Z;Q645883;all
Q4090280;Third Battle of Ushant;Q142;França;1782-04-20T00:00:00Z;Q645883;all
Q4090281;Action of 6 December 1782;Q161885;Reino da Grã-Bretanha;1782-12-06T00:00:00Z;Q645883;all
Q4090309;Q4090309;Q131964;Império Austríaco;1805-10-15T00:00:00Z;Q645883;all
Q4090323;Battle of the Bosporus;Q34266;Império Russo;1915-05-10T00:00:00Z;Q645883;all
Q4120035;Safavid conquest of Shirvan;Q1663777;Safavid order;1500-12-01T00:00:00Z;Q645883;all
Q4090323;Battle of the Bosporus;Q34266;Império Russo;1915-01-01T00:00:00Z;Q645883;all
Q4090279;Action of 1 May 1781;Q161885;Reino da Grã-Bretanha;1781-05-01T00:00:00Z;Q645883;all
Q4090287;Battle of the Mona Passage;Q161885;Reino da Grã-Bretanha;1782-04-19T00:00:00Z;Q645883;all
Q4118163;Siege of Algeciras;Q238445;Reino nasrida de Granada;1309-07-01T00:00:00Z;Q645883;all
Q4090282;Action of 8 January 1780;Q161885;Reino da Grã-Bretanha;1780-01-08T00:00:00Z;Q645883;all
Q4090268;Queda de Tremecém;Q766543;Monarquia Hispânica;1518-01-01T00:00:00Z;Q645883;all
Q4120811;Cerco de Corfu (1798-1799);Q58296;Primeira República Francesa;1798-11-04T00:00:00Z;Q645883;all
Q4090324;Battle of Beirut;Q12560;Império Otomano;1912-02-24T00:00:00Z;Q645883;all
Q4090308;Battle of Lyakhovo;Q646852;Aleksandr Figner;1812-11-09T00:00:00Z;Q645883;all
Q4120811;Cerco de Corfu (1798-1799);Q34266;Império Russo;1798-11-04T00:00:00Z;Q645883;all
Q4090325;Battle of Zahoriv Monastery;Q7318;Alemanha Nazi;1943-09-08T00:00:00Z;Q645883;all
Q4090319;Battle of San Fernando de Omoa;Q161885;Reino da Grã-Bretanha;1779-10-16T00:00:00Z;Q645883;all
Q4138186;Battle of Ghazdewan;Q18234383;Império Safávida;1512-11-22T00:00:00Z;Q645883;all
Q4110437;Siege of Ani;Q154667;Reino da Geórgia;1124-08-01T00:00:00Z;Q645883;all
Q4090280;Third Battle of Ushant;Q161885;Reino da Grã-Bretanha;1782-04-20T00:00:00Z;Q645883;all
Q4098652;Bukrin Bridgehead;Q671863;8º Exército;1943-09-22T00:00:00Z;Q645883;all
Q4090339;Battle of the Head of Passes;Q81931;Estados Confederados da América;1861-10-12T00:00:00Z;Q645883;all
