ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num;Country_en;Conflict_en;Winner_en;PartOf_en;Context_en;Place_en
MKD;http://www.wikidata.org/entity/Q221;Macedónia do Norte;http://www.wikidata.org/entity/Q20563350;Aračinovo crisis;batalha;2001-06-12T00:00:00Z;2001-06-25T00:00:00Z;;2001;2001;;;;http://www.wikidata.org/entity/Q817137;Conflito na Macedônia de 2001;;;http://www.wikidata.org/entity/Q626840;Aračinovo;;;participant;;North Macedonia;Aračinovo crisis;;2001 insurgency in Macedonia;;Aračinovo
MKD;http://www.wikidata.org/entity/Q221;Macedónia do Norte;http://www.wikidata.org/entity/Q4872534;Batalha de Tetovo;batalha;2001-03-16T00:00:00Z;2001-08-13T00:00:00Z;;2001;2001;;;;http://www.wikidata.org/entity/Q817137;Conflito na Macedônia de 2001;;;http://www.wikidata.org/entity/Q157024;Tetovo;Point(20.966666666 42.0);;participant;;North Macedonia;Battle of Tetovo;;2001 insurgency in Macedonia;;Tetovo
MKD;http://www.wikidata.org/entity/Q221;Macedónia do Norte;http://www.wikidata.org/entity/Q20567764;Battle of Raduša;batalha;2001-06-20T00:00:00Z;2001-08-13T00:00:00Z;;2001;2001;;;;http://www.wikidata.org/entity/Q817137;Conflito na Macedônia de 2001;;;http://www.wikidata.org/entity/Q3070903;Raduša;;;participant;;North Macedonia;Battle of Raduša;;2001 insurgency in Macedonia;;Raduša
MLI;http://www.wikidata.org/entity/Q912;Mali;http://www.wikidata.org/entity/Q580961;Guerra da Faixa de Agacher;guerra;1985-12-14T00:00:00Z;1985-12-30T00:00:00Z;;1985;1985;;;;;;;;http://www.wikidata.org/entity/Q3089020;Fronteira Burquina Fasso-Mali;Point(-0.4 14.9);;participant;;Mali;Agacher Strip War;;;;Burkina Faso–Mali border
MLI;http://www.wikidata.org/entity/Q912;Mali;http://www.wikidata.org/entity/Q632787;Insurgência islâmica no Magrebe;guerra;2002-04-11T00:00:00Z;;;2002;;;;;http://www.wikidata.org/entity/Q185729;Guerra ao Terror;;;http://www.wikidata.org/entity/Q28227;Magrebe;;;participant;;Mali;Insurgency in the Maghreb;;War on Terror;;Maghreb
MLI;http://www.wikidata.org/entity/Q912;Mali;http://www.wikidata.org/entity/Q128007033;Battle of Tinzaouaten;batalha;2024-07-25T00:00:00Z;2024-07-27T00:00:00Z;;2024;2024;;;;http://www.wikidata.org/entity/Q2946372;Guerra Civil do Mali;;;http://www.wikidata.org/entity/Q2312553;Tinzaouaten;Point(2.701944444 19.943333333);;participant;;Mali;Battle of Tinzaouaten;;Mali War;;Tinzaouaten
MLI;http://www.wikidata.org/entity/Q912;Mali;http://www.wikidata.org/entity/Q135194308;Battle of Boulikessi;batalha;;;2025-06-01T00:00:00Z;;;2025;;;http://www.wikidata.org/entity/Q2946372;Guerra Civil do Mali;;;http://www.wikidata.org/entity/Q940936;Cercle de Douentza;;;participant;;Mali;Battle of Boulikessi;;Mali War;;Douentza Cercle
MLT;http://www.wikidata.org/entity/Q233;Malta;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;guerra;1792-04-20T00:00:00Z;1802-03-25T00:00:00Z;;1792;1802;;;;http://www.wikidata.org/entity/Q6534;Revolução Francesa;;;http://www.wikidata.org/entity/Q46;Europa;;;participant;;Malta;French Revolutionary Wars;;French Revolution;;Europe
MMR;http://www.wikidata.org/entity/Q836;Myanmar;http://www.wikidata.org/entity/Q2652686;Conflito Kachin;guerra;1961-02-05T00:00:00Z;;1961-02-05T00:00:00Z;1961;;1961;;;http://www.wikidata.org/entity/Q852088;conflitos armados em Myanmar;;;http://www.wikidata.org/entity/Q140646;Kachin;;;participant;;Myanmar;Kachin conflict;;Myanmar conflict;;Kachin State
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q118929718;Spanish-Ottoman War;guerra;1515-01-01T00:00:00Z;1577-01-01T00:00:00Z;;1515;1577;;;;http://www.wikidata.org/entity/Q786171;Guerras Otomanos-Habsburgos;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Spanish-Ottoman War;;Ottoman–Habsburg Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q786171;Guerras Otomanos-Habsburgos;series of wars;1526-01-01T00:00:00Z;1791-01-01T00:00:00Z;;1526;1791;;;;http://www.wikidata.org/entity/Q698985;Ottoman Wars in Europe;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Ottoman–Habsburg Wars;;Ottoman Wars in Europe;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3119136;Third Ottoman–Venetian War;guerra;1537-01-01T00:00:00Z;1540-01-01T00:00:00Z;;1537;1540;;;;http://www.wikidata.org/entity/Q1420791;Guerras Otomano-Venezianas;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Third Ottoman–Venetian War;;Ottoman–Venetian Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2524228;Guerra italiana de 1551–1559;guerra;1551-01-01T00:00:00Z;1559-01-01T00:00:00Z;;1551;1559;;;;http://www.wikidata.org/entity/Q273348;Guerras Italianas;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Italian War of 1551–1559;;Italian Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q118929717;Austro-Turkish War of 1552–1559;guerra;1551-01-01T00:00:00Z;1562-01-01T00:00:00Z;;1551;1562;;;;http://www.wikidata.org/entity/Q3902588;Pequena Guerra na Hungria;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Austro-Turkish War of 1552–1559;;Little War in Hungary;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q598089;Uskok War;guerra;1615-12-01T00:00:00Z;1617-09-26T00:00:00Z;;1615;1617;;;;;;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;;;location;;Montenegro;Uskok War;;;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q121335815;Dutch-Barbary War;guerra;1618-01-01T00:00:00Z;1622-01-01T00:00:00Z;;1618;1622;;;;;;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Dutch-Barbary War;;;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q122828106;English expedition to Algiers (1620–1621);guerra;1620-01-01T00:00:00Z;1621-01-01T00:00:00Z;;1620;1621;;;;http://www.wikidata.org/entity/Q64929650;Algeria–United Kingdom relations;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;English expedition to Algiers (1620–1621);;Algeria–United Kingdom relations;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q122908959;Anglo-Algerian War;guerra;1677-01-01T00:00:00Z;1682-01-01T00:00:00Z;;1677;1682;;;;http://www.wikidata.org/entity/Q64929650;Algeria–United Kingdom relations;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Anglo-Algerian War;;Algeria–United Kingdom relations;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q122909186;Dutch-Algerian War;guerra;1715-01-01T00:00:00Z;1726-01-01T00:00:00Z;;1715;1726;;;;;;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Dutch-Algerian War;;;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q40949;Guerra da Independência dos Estados Unidos;guerra de libertação nacional;1775-04-19T00:00:00Z;1783-09-03T00:00:00Z;;1775;1783;;;;http://www.wikidata.org/entity/Q1227237;relações entre Estados Unidos e Reino Unido;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;American Revolutionary War;;United Kingdom–United States relations;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q122639374;American-Algerian War;guerra;1785-01-01T00:00:00Z;1795-01-01T00:00:00Z;;1785;1795;;;;;;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;American-Algerian War;;;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q123125481;Swedish–Algerian war;guerra;1791-01-01T00:00:00Z;1792-01-01T00:00:00Z;;1791;1792;;;;http://www.wikidata.org/entity/Q64943732;Algeria–Sweden relations;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Swedish–Algerian war;;Algeria–Sweden relations;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4087383;Battle of Martinići;batalha;1796-07-02T00:00:00Z;1796-07-11T00:00:00Z;;1796;1796;;;;;;;;http://www.wikidata.org/entity/Q3123315;Spuž;;;location;;Montenegro;Battle of Martinići;;;;Spuž
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q125503739;Swedish-Tripolitanian War;guerra;1796-01-01T00:00:00Z;1802-10-01T00:00:00Z;;1796;1802;;;;;;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Swedish-Tripolitanian War;;;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q26749;Segunda Coligação;guerra;1798-01-01T00:00:00Z;1801-01-01T00:00:00Z;;1798;1801;;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;War of the Second Coalition;;French Revolutionary Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q468293;Guerra de Trípoli;guerra;1801-05-10T00:00:00Z;1805-06-10T00:00:00Z;1805-06-10T00:00:00Z;1801;1805;1805;;;http://www.wikidata.org/entity/Q807741;Guerras Berberes;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(13.164 32.958);;location;;Montenegro;First Barbary War;;Barbary Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3096663;Adriatic campaign of 1807–1814;batalha naval;1807-01-01T00:00:00Z;1814-01-01T00:00:00Z;;1807;1814;;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;;;location;;Montenegro;Adriatic campaign of 1807–1814;;Napoleonic Wars;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q233505;Segunda Guerra Berberesca;guerra;1815-06-17T00:00:00Z;1815-06-19T00:00:00Z;1815-01-01T00:00:00Z;1815;1815;1815;;;http://www.wikidata.org/entity/Q807741;Guerras Berberes;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Second Barbary War;;Barbary Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3545065;Battle of Grahovac;batalha;1858-04-28T00:00:00Z;1858-05-01T00:00:00Z;;1858;1858;;;;;;;;http://www.wikidata.org/entity/Q3113283;Grahovac;Point(18.6114 42.6878);;location;;Montenegro;Battle of Grahovac;;;;Grahovac
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q16724471;Montenegrin–Ottoman War of 1861–62;guerra;1861-01-01T00:00:00Z;1862-01-01T00:00:00Z;;1861;1862;;;;;;;;http://www.wikidata.org/entity/Q236;Montenegro;;;location;;Montenegro;Montenegrin–Ottoman War of 1861–62;;;;Montenegro
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4513932;Montenegrin–Ottoman War of 1876–78;guerra;1876-06-18T00:00:00Z;1878-02-19T00:00:00Z;;1876;1878;;;;http://www.wikidata.org/entity/Q16246888;Grande Crise do Oriente;;;http://www.wikidata.org/entity/Q236;Montenegro;;;location;;Montenegro;Montenegrin–Ottoman War of 1876–78;;Great Eastern Crisis;;Montenegro
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q18639861;Velika attacks;batalha;1879-10-09T00:00:00Z;1879-11-22T00:00:00Z;1879-11-22T00:00:00Z;1879;1879;1879;;;http://www.wikidata.org/entity/Q23020500;Battles for Plav and Gusinje;;;http://www.wikidata.org/entity/Q968107;Velika;;;location;;Montenegro;Velika attacks;;Battles for Plav and Gusinje;;Velika
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q899191;naval warfare in the Mediterranean during World War I;batalha naval;1914-08-01T00:00:00Z;1918-10-01T00:00:00Z;;1914;1918;;;;http://www.wikidata.org/entity/Q695497;naval warfare of World War I;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(18.0 38.0);;location;;Montenegro;naval warfare in the Mediterranean during World War I;;naval warfare of World War I;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q838704;Battle of Durazzo;batalha naval;1915-12-28T00:00:00Z;1915-12-29T00:00:00Z;1915-12-29T00:00:00Z;1915;1915;1915;;;http://www.wikidata.org/entity/Q361;Primeira Guerra Mundial;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(19.333333333 41.283333333);;location;;Montenegro;Battle of Durazzo;;World War I;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q543048;Bombardeio de Ancona;batalha;1915-05-23T00:00:00Z;1915-05-24T00:00:00Z;;1915;1915;;;;http://www.wikidata.org/entity/Q361;Primeira Guerra Mundial;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(13.5525 43.68583333);;location;;Montenegro;Bombardment of Ancona;;World War I;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2451530;Batalha de Mojkovac;batalha;1916-01-06T00:00:00Z;1916-01-07T00:00:00Z;;1916;1916;;;;http://www.wikidata.org/entity/Q361;Primeira Guerra Mundial;;;http://www.wikidata.org/entity/Q500080;Mojkovac;;;location;;Montenegro;Battle of Mojkovac;;World War I;;Mojkovac
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q129807813;Battle of Lovćen;batalha;1916-01-07T00:00:00Z;1916-01-11T00:00:00Z;;1916;1916;;;;http://www.wikidata.org/entity/Q1402894;Montenegrin Campaign;;;http://www.wikidata.org/entity/Q1370044;Lovćen;Point(18.818333333 42.399166666);;location;;Montenegro;Battle of Lovćen;;Montenegrin Campaign;;Lovćen
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;guerra mundial;1939-09-01T00:00:00Z;1945-09-02T00:00:00Z;;1939;1945;;;;;;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;73000000;location;73000000.0;Montenegro;World War II;;;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q10130;Operation Harpoon;batalha naval;1942-06-12T00:00:00Z;1942-06-15T00:00:00Z;1942-01-01T00:00:00Z;1942;1942;1942;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(11.63333333 36.2);;location;;Montenegro;Operation Harpoon;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1927362;Operação Pedestal;batalha;1942-08-03T00:00:00Z;1942-08-15T00:00:00Z;;1942;1942;;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(-5.412476 36.171272);;location;;Montenegro;Operation Pedestal;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q16208357;Battle of the Campobasso Convoy;batalha naval;1943-05-03T00:00:00Z;1943-05-04T00:00:00Z;1943-05-04T00:00:00Z;1943;1943;1943;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(10.75 36.75);;location;;Montenegro;Battle of the Campobasso Convoy;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q16207310;Battle of the Gulf of Gabes;batalha;1943-01-19T00:00:00Z;1943-01-20T00:00:00Z;1943-01-20T00:00:00Z;1943;1943;1943;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(12.08 32.93);;location;;Montenegro;Battle of the Gulf of Gabes;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q128803906;Beginning of the Battle of Sutjeska;batalha;1943-05-15T00:00:00Z;1943-06-01T00:00:00Z;;1943;1943;;;;http://www.wikidata.org/entity/Q1419973;Operação Schwarz;;;http://www.wikidata.org/entity/Q3364446;Parque Nacional Durmitor;;;location;;Montenegro;Beginning of the Battle of Sutjeska;;Battle of the Sutjeska;;Durmitor National Park
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1419973;Operação Schwarz;batalha;1943-05-15T00:00:00Z;1943-06-16T00:00:00Z;;1943;1943;;;;http://www.wikidata.org/entity/Q626006;Segunda Guerra Mundial na Iugoslávia;;;http://www.wikidata.org/entity/Q236;Montenegro;Point(18.687777777 43.346111111);;location;;Montenegro;Battle of the Sutjeska;;World War II in Yugoslavia;;Montenegro
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2354422;Battle of the Dalmatian channels;batalha;1991-11-14T00:00:00Z;1991-11-16T00:00:00Z;;1991;1991;;;;http://www.wikidata.org/entity/Q68969;Guerra de Independência da Croácia;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(16.85638889 43.05694444);;location;;Montenegro;Battle of the Dalmatian channels;;Croatian War of Independence;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q16146533;Action of 1570;batalha naval;;;1570-07-25T00:00:00Z;;;1570;;;http://www.wikidata.org/entity/Q961430;Guerra Otomana-Veneziana (1570-1573);;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Action of 1570;;Ottoman–Venetian War of 1570–1573;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2889740;Battle of Ragusa;batalha naval;;;1617-11-22T00:00:00Z;;;1617;;;http://www.wikidata.org/entity/Q598089;Uskok War;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;;;location;;Montenegro;Battle of Ragusa;;Uskok War;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1814482;Batalha de Elba;batalha naval;;;1652-09-06T00:00:00Z;;;1652;;;http://www.wikidata.org/entity/Q1151913;Primeira Guerra Anglo-Holandesa;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(10.23 42.75);;location;;Montenegro;Battle of Elba;;First Anglo-Dutch War;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q20526599;Battle of Perast;batalha;;;1654-05-15T00:00:00Z;;;1654;;;http://www.wikidata.org/entity/Q699602;Guerra Cretense de 1645-1669;;;http://www.wikidata.org/entity/Q998789;Perast;;;location;;Montenegro;Battle of Perast;;Cretan War of 1645-1669;;Perast
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4677357;Action of 3 May 1657;batalha naval;;;1657-05-03T00:00:00Z;;;1657;;;http://www.wikidata.org/entity/Q699602;Guerra Cretense de 1645-1669;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Action of 3 May 1657;;Cretan War of 1645-1669;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q19873129;Battle on Vrtijeljka;batalha;;;1685-05-07T00:00:00Z;;;1685;;;http://www.wikidata.org/entity/Q74623;Grande Guerra Turca;;;http://www.wikidata.org/entity/Q25052067;Vrtijeljka;Point(18.94 42.37);;location;;Montenegro;Battle on Vrtijeljka;;Great Turkish War;;Vrtijeljka
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1196554;Battle of Minorca;batalha naval;;;1756-05-20T00:00:00Z;;;1756;;;http://www.wikidata.org/entity/Q33143;Guerra dos Sete Anos;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(4.35 39.89);;location;;Montenegro;Battle of Minorca;;Seven Years' War;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q19870576;Action of 24 June 1795;batalha naval;;;1795-06-24T00:00:00Z;;;1795;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(5.5 41.1333);;location;;Montenegro;Action of 24 June 1795;;French Revolutionary Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4871599;Battle of Lopate;batalha;;;1796-10-01T00:00:00Z;;;1796;;;http://www.wikidata.org/entity/Q698985;Ottoman Wars in Europe;;;http://www.wikidata.org/entity/Q928585;Lopate;Point(21.664582 42.150282);;location;;Montenegro;Battle of Lopate;;Ottoman Wars in Europe;;Lopate
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2890888;Batalha do Comboio de Malta;batalha naval;;;1800-02-18T00:00:00Z;;;1800;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(14.51416667 35.89777778);;location;;Montenegro;Battle of the Malta Convoy;;French Revolutionary Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q783183;Ação de 1 de agosto de 1801;batalha naval;;;1801-08-01T00:00:00Z;;;1801;;;http://www.wikidata.org/entity/Q468293;Guerra de Trípoli;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(13.187507 32.876174);;location;;Montenegro;Action of 1 August 1801;;First Barbary War;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q125470172;Action of 27 May 1802;batalha naval;;;1802-05-27T00:00:00Z;;;1802;;;http://www.wikidata.org/entity/Q125480888;Q125480888;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Action of 27 May 1802;;;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q126895344;War in Brda;guerra;;;1805-01-01T00:00:00Z;;;1805;;;http://www.wikidata.org/entity/Q2092429;Revolução sérvia;;;http://www.wikidata.org/entity/Q3512355;Brda;;;location;;Montenegro;War in Brda;;Serbian Revolution;;Brda
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3078429;Action of 29 November 1811;batalha naval;;;1811-11-29T00:00:00Z;;;1811;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;;;location;;Montenegro;Action of 29 November 1811;;Napoleonic Wars;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2473448;Batalha de Lissa;batalha naval;;;1811-03-13T00:00:00Z;;;1811;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(16.17166667 43.08916667);;location;;Montenegro;Battle of Lissa;;Napoleonic Wars;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4872056;Battle of Pirano;batalha naval;;;1812-02-22T00:00:00Z;;;1812;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(13.5 45.6);;location;;Montenegro;Battle of Pirano;;Napoleonic Wars;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4677372;Action of 5 November 1813;batalha naval;;;1813-01-01T00:00:00Z;;;1813;;;http://www.wikidata.org/entity/Q78994;Guerras Napoleónicas;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(5.9841 43.0466);;location;;Montenegro;Action of 5 November 1813;;Napoleonic Wars;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q20434991;Battle of Grahovo;batalha;;;1836-08-26T00:00:00Z;;;1836;;;;;;;http://www.wikidata.org/entity/Q247339;Grahovo;;;location;;Montenegro;Battle of Grahovo;;;;Grahovo
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4087380;Battle of Kolašin;batalha;;;1858-07-28T00:00:00Z;;;1858;;;http://www.wikidata.org/entity/Q698985;Ottoman Wars in Europe;;;http://www.wikidata.org/entity/Q498895;Kolašin;;;location;;Montenegro;Battle of Kolašin;;Ottoman Wars in Europe;;Kolašin
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q158054;Battle of Lissa;batalha naval;;;1866-07-20T00:00:00Z;;;1866;;;http://www.wikidata.org/entity/Q153650;Guerra Austro-prussiana;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(16.053333333 43.176388888);;location;;Montenegro;Battle of Lissa;;Austro-Prussian War;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q286420;Battle of Fundina;batalha;;;1876-08-02T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q4513932;Montenegrin–Ottoman War of 1876–78;;;http://www.wikidata.org/entity/Q3305250;Podgorica;;;location;;Montenegro;Battle of Fundina;;Montenegrin–Ottoman War of 1876–78;;Podgorica Capital City
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2586933;Battle of Vučji Do;batalha;;;1876-07-18T00:00:00Z;;;1876;;;http://www.wikidata.org/entity/Q2258726;Revolta Herzegovina;;;http://www.wikidata.org/entity/Q3045719;Vučji Do;Point(18.40777778 42.94388889);;location;;Montenegro;Battle of Vučji Do;;Herzegovina Uprising;;Vučji Do
